timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
211734849,-0.19107091,-0.016109144,-0.12094797
211746048,-0.18865246,-0.017487964,-0.13321926
211936353,-0.19122142,-0.01645385,-0.123978294
212138079,-0.18563205,-0.017487964,-0.13336927
212339116,-0.18835147,-0.016798552,-0.12715861
212540170,-0.18850197,-0.017143257,-0.13018894
212741479,-0.19076991,-0.015419736,-0.11488734
212931444,-0.18833467,-0.01977612,-0.12682074
213132621,-0.19165611,-0.020465532,-0.13273138
213334410,-0.19107091,-0.016109144,-0.12094797
213535653,-0.18865246,-0.017487964,-0.13321926
213736953,-0.18850197,-0.017143257,-0.13018894
213938317,-0.18548156,-0.017143257,-0.13033895
214129163,-0.19122142,-0.01645385,-0.123978294
214330245,-0.18865246,-0.017487964,-0.13321926
214531783,-0.1883179,-0.02275369,-0.12648287
214733086,-0.18529749,-0.02275369,-0.12663288
214934515,-0.19055228,-0.026985306,-0.11050555
215135793,-0.19984742,-0.039584983,-0.11476466
215336957,-0.20188095,-0.0524046,-0.094743416
215538056,-0.22085615,-0.06340553,-0.111011624
215739563,-0.21643089,-0.0692359,-0.082875185
215929649,-0.20892495,-0.06375024,-0.11464199
216131776,-0.21191184,-0.069705375,-0.11381623
216344746,-0.20511846,-0.06798185,-0.098964676
216535022,-0.21550068,-0.07703933,-0.12511176
216736132,-0.21399568,-0.07359228,-0.09480859
216937476,-0.21361078,-0.08779071,-0.08705861
217138945,-0.22903068,-0.08550256,-0.09270706
217340850,-0.20763703,-0.075880446,-0.088710114
217542413,-0.20773719,-0.08515786,-0.090726815
217732624,-0.22929813,-0.0921471,-0.09809196
217934751,-0.22340779,-0.092491806,-0.101422295
218136177,-0.21302557,-0.083434336,-0.07527522
218337532,-0.22205329,-0.089389466,-0.07414945
218538596,-0.2135274,-0.07553574,-0.08537978
218739762,-0.22019693,-0.094185725,-0.036772046
218931312,-0.21547754,-0.07610037,-0.06367969
219132491,-0.22091587,-0.101864375,-0.051247884
219334449,-0.23032849,-0.09362108,-0.057872098
219535816,-0.23306417,-0.11709692,-0.051988807
219737230,-0.21742028,-0.12703414,0.019135641
219938315,-0.23159273,-0.10769475,-0.022361392
220128626,-0.21522635,-0.09362108,-0.058622148
220330552,-0.24739699,-0.11835098,-0.035749312
220543336,-0.2586093,-0.1103276,-0.017643122
220744446,-0.25207347,-0.094999894,-0.0689433
220934296,-0.28438368,-0.1541114,-0.10984658
221135929,-0.25543833,-0.1099829,-0.014762819
221337232,-0.25389922,-0.13963382,0.016226606
221539020,-0.22119372,-0.10161484,0.004123553
221740216,-0.24803151,-0.16806029,-0.048525274
221942155,-0.3154782,-0.14834659,-0.004339993
222143330,-0.26436484,-0.16094626,-0.011599299
222334198,-0.2582701,-0.15354675,-0.13274674
222535225,-0.3044767,-0.16803068,0.034276742
222736809,-0.30414215,-0.1732964,0.041013107
222938026,-0.3085245,-0.12602964,-0.04722496
223139547,-0.29553583,-0.19066273,0.15333317
223340955,-0.33730653,-0.16198038,-0.017090019
223531403,-0.30152336,-0.1561204,0.032775246
223732625,-0.32467672,-0.16800107,0.11527864
223933777,-0.4255779,-0.17169765,0.034554347
224135027,-0.41003644,-0.2056394,-0.07928262
224336619,-0.39259747,-0.17740327,0.088951424
224537755,-0.47262308,-0.1877444,0.0017921817
224739963,-0.3822766,-0.3875988,0.60159224
224941197,-0.5246557,-0.20137818,-0.009457759
225131194,-0.42222828,-0.23516554,-0.019932436
225333294,-0.40657657,-0.37850538,0.4171446
225534737,-0.5049511,-0.45181534,0.3872915
225735810,-0.4288085,-0.2105012,0.091437794
225937412,-0.4567517,-0.18899843,0.016531585
226138910,-0.7091592,-0.18777399,-0.066458926
226340623,-0.6294207,-0.16868414,-0.16797768
226541958,-0.6146474,-0.1882498,0.19044638
226743069,-0.6027452,-0.2205928,0.064300284
226933246,-0.7015966,-0.18730453,-0.03611791
227134651,-0.6380423,-0.28565943,0.02422275
227335859,-0.6706271,-0.17774796,0.09972197
227538307,-0.8298644,-0.11637791,0.0637255
227739998,-0.61361045,-0.12696859,-0.093506075
227941432,-0.4806203,-0.3311498,0.57236224
228131645,-0.52506214,-0.20213948,0.4091212
228332781,-0.8503185,-0.08641189,-0.043285377
228534088,-0.540822,-0.046455793,0.2137285
228735101,-0.5629563,-0.47575432,0.072887294
228936457,-0.5623155,-0.21579656,0.024822751
229137853,-0.8027784,-0.17833586,-0.244426
229339020,-0.56838256,-0.2602105,0.085562274
229529784,-0.65862733,-0.06509945,-0.024460027
229731073,-0.5243371,-0.31384268,0.3017886
229932852,-0.43613872,-0.32327446,0.18770906
230134541,-0.706334,-0.27142507,-0.19247177
230336019,-0.58436215,-0.25812963,-0.48004895
230538811,-0.59646946,-0.3296864,-0.41899896
230739945,-0.6816054,-0.43086454,-0.24325743
230941385,-0.53233874,-0.16858898,-0.22511908
231131471,-0.78048867,-0.14341922,-0.28335187
231332534,-0.61183345,-0.15483041,-0.17965804
231534051,-0.63452846,-0.18890327,-0.026958982
231735414,-0.47645664,-0.117750384,-0.25829345
231936811,-0.43105468,-0.07051955,-0.13668692
232138482,-0.53003824,-0.121982,-0.239766
232339657,-0.48437467,-0.09916595,-0.17385821
232541018,-0.4605176,-0.15805753,-0.24219206
232742316,-0.7325238,-0.18417256,0.07275687
232932313,-0.27504718,-0.018646847,-0.16572064
233133460,-0.2696754,-0.008115392,-0.17949341
233335825,-0.24334675,-0.08973417,-0.07612969
233537465,-0.2267811,-0.0028200566,-0.1083781
233738816,-0.23992674,0.0016611011,-0.06823394
233940147,-0.24110071,-0.023383878,0.03006032
234141515,-0.24693131,0.015419669,-0.026373109
234331503,-0.24057269,0.01313151,-0.02027462
234532642,-0.2398202,0.014855032,-0.0051230416
234734318,-0.23723452,0.010843349,-0.014026127
234936257,-0.24355957,0.0071763713,-0.019448869
235137474,-0.24354279,0.0041988045,-0.019110998
235339242,-0.24290724,-0.00037751504,-0.0063139913
235529356,-0.25842732,-0.007366764,-0.013979151
