timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
173378090,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.005553592,0.0002728899,4.171866e-08,0.23743062,0.30904537,-9.8243,-0.0046499805,0.00046750548,0.0015912688,35.428402,35.428402
174426862,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.01107394,0.0005372323,9.606935e-08,0.15216522,0.37244928,-9.833432,-0.004972227,0.0022566407,0.00027829286,35.232582,35.232582
175370741,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.016510034,0.00072296796,1.5244302e-07,0.18308832,0.5190949,-9.942867,-0.04633591,-0.040926367,-0.0018980028,35.232582,35.232582
176414536,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.014185062,0.0010744618,2.3288698e-07,0.023672646,0.4619878,-9.798308,0.04954052,0.059462287,0.0038114807,35.330498,35.330498
177358404,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.04178404,0.0014169572,3.4208557e-07,0.08427413,0.33660075,-10.588373,0.05542908,-0.05562013,-0.016367624,35.2815,35.2815
178407175,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.040997352,0.0021763972,6.007407e-07,0.038134024,0.18093613,-10.112124,0.013352514,0.05048667,-0.013487411,35.2815,35.2815
179351104,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.05171461,0.0017656634,6.979411e-07,-0.25850204,-0.22456035,-8.849864,-0.00031251687,-0.05588493,0.005248036,35.134605,35.134605
180399834,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.046510596,0.0021856932,5.4690753e-07,0.30185774,0.42806584,-10.219933,-0.01806939,0.094063275,-0.026860502,35.2815,35.2815
181338722,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.05268204,0.002188568,8.1942676e-07,0.5082465,0.025879439,-10.898517,-0.07761993,0.062702164,0.0673417,35.477314,35.477314
182387510,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.05329791,0.0023278964,1.0647904e-06,0.47664973,0.21848103,-9.547756,-0.06735254,0.03752194,-0.053103615,35.330498,35.330498
