timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
796298549,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.00015518998,9.447785e-06,1.8940133e-10,0.09613382,-0.09282061,-9.831271,-0.003558922,0.0031449853,0.0026670948,37.778484,37.778484
797132613,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.0052770237,0.00024878044,2.520947e-08,0.1229987,-0.094459146,-9.800943,-0.00024530315,0.0047465726,0.004759855,37.79534,37.79534
798181460,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.009742436,0.00043073623,4.7480572e-08,0.10744303,-0.1591635,-9.862369,-0.0049475757,-0.00029666937,0.00377818,37.8274,37.8274
799120568,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.010599665,0.00048348762,5.6331555e-08,0.0838617,-0.100513,-9.869812,-0.0044155647,0.0029188767,0.0034350003,37.815804,37.815804
800169264,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.010259116,0.00051463896,5.352418e-08,0.108990885,-0.069918334,-9.849914,0.0008151567,0.008183775,0.0019890913,37.87984,37.87984
801113237,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.009833536,0.00043803983,4.25292e-08,0.13218099,-0.16421394,-9.795888,0.00018962375,0.005731892,0.0025589233,37.91016,37.91016
802162086,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.0076811677,0.0003634936,3.5605925e-08,0.12833303,-0.10677855,-9.858038,-0.0033928019,0.006255972,0.003853152,37.79714,37.79714
803205936,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.01770808,0.0006174821,8.736292e-08,0.08388273,-0.25047582,-9.905132,-0.009542447,-0.004882106,0.0048176553,37.8274,37.8274
804149898,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.04616362,0.0014682482,2.9473583e-07,0.4019462,-0.53576386,-9.789865,0.00064812874,0.0148381675,0.0038368618,37.900864,37.900864
805193745,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.029849015,0.0007648982,1.2611898e-07,0.06855323,-0.2898285,-9.89598,0.00045695298,0.015593559,0.00815015,37.839638,37.839638
