timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
629862647,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.00014873868,8.944219e-06,1.9303716e-10,-0.37403506,0.9478666,-9.779761,-0.0022946566,0.004133965,0.002740428,40.81396,40.81396
630806675,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.00759222,0.00023675585,4.3094182e-08,-0.35105637,0.7876934,-9.887375,-0.044244394,0.024391271,0.0013237423,40.618145,40.618145
631750701,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.04744851,0.0020928327,9.877583e-07,0.14338471,0.90729,-15.0903845,0.0019841266,0.035840515,-0.08237362,40.618145,40.618145
632799638,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.030847132,0.0015004659,7.6157494e-07,0.07678261,0.219467,-4.93476,0.0036603278,0.0061023016,0.04842531,40.47121,40.47121
633743740,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.06527216,0.002493963,2.7513543e-06,0.38013825,0.14687595,-9.6369705,-0.1331576,0.03007007,0.0050338362,40.52021,40.52021
634792595,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.055586345,0.002276447,6.683633e-06,-0.014071532,0.43062237,-9.486265,0.0370725,0.05846142,0.031972975,40.47121,40.47121
635731654,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.058468215,0.0022315574,7.395402e-06,0.44829375,0.53735185,-10.335038,-0.17666157,0.07122428,-0.02738674,40.47121,40.47121
636780560,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.050204344,0.002224102,3.6874662e-06,-0.09279697,0.5205892,-12.062245,-0.04109912,-0.07106843,-0.017284423,40.52021,40.52021
637829484,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.05221804,0.002164613,1.0451246e-06,-0.09974957,0.62566465,-7.231597,-0.011188364,0.0338914,-0.027514677,40.618145,40.618145
638828449,3801098,3801098,0,8,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.056575794,0.0019334271,9.004571e-06,-2.482343,2.834989,-21.497551,0.717057,0.02116228,0.041972626,40.716045,40.716045
639767489,3801098,3801098,0,23,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.052454505,0.0022811685,1.8578389e-06,-0.34596923,0.41809788,-8.956281,-0.027463825,-0.006748189,0.008803079,40.177486,40.177486
640806419,3801098,3801098,0,23,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.05644456,0.0022721617,4.9537357e-07,-0.12190202,0.69025147,-8.449472,0.007352079,-0.0105586145,0.0040294444,40.32439,40.32439
641750431,3801098,3801098,0,23,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.057616208,0.002172595,3.4155474e-07,-0.23262987,0.29873452,-8.002207,-0.006602156,-0.002064026,-0.012182311,40.128487,40.128487
642799343,3801098,3801098,0,23,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.05487203,0.0019960979,1.8341675e-06,-0.14693269,0.5062725,-10.572322,0.0027518661,-0.04934623,0.033239823,40.177486,40.177486
643743368,3801098,3801098,0,23,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.049845643,0.002503316,1.3238024e-06,0.0584634,0.2855461,-10.800344,-0.03551767,0.019566363,0.014111932,40.32439,40.32439
644792343,3801098,3801098,0,23,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.05277483,0.0022806372,8.145592e-07,0.12736474,0.80403763,-11.608027,0.07604137,0.036028113,0.0023414318,40.32439,40.32439
645731318,3801098,3801098,0,23,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.061351404,0.0019382384,5.2388964e-07,0.3812683,0.5281902,-10.497559,0.0384597,-0.004903996,-0.010766426,40.275394,40.275394
646780240,3801098,3801098,0,23,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.04082759,0.001390647,3.1307326e-07,0.0062108077,0.37068585,-7.597559,-0.037788898,0.03371586,0.015693067,40.079582,40.079582
647829151,3801098,3801098,0,23,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.059549663,0.002514364,1.3962616e-06,-0.34516105,0.10158738,-8.790636,-0.016325438,0.05093509,-0.09865168,40.079582,40.079582
648773207,3801098,3801098,0,23,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.028215488,0.0012168975,1.7912226e-06,-0.046697542,0.18909582,-9.950861,0.20877562,0.004479209,-0.014681479,40.32439,40.32439
649822086,3801098,3801098,0,23,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.015559482,0.0006625617,4.817355e-07,-0.021549653,1.1530188,-9.8877,-0.1572278,-0.006734426,-0.012097287,39.932674,39.932674
650766078,3801098,3801098,0,23,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.011157885,0.0004896235,1.0951033e-07,-0.016432388,1.2253692,-9.868667,-0.00087637914,-0.0022168027,-0.0011216856,39.54101,39.54101
651815007,3801098,3801098,0,23,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.0054310076,0.00023263281,2.7319404e-08,-0.011985918,1.1871077,-9.813102,0.0035540666,0.0025816753,0.0015481072,39.736824,39.736824
