timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
1508032114,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.00016548079,8.552607e-06,1.7206479e-10,0.14047845,0.40118882,-9.821845,-0.0031769988,0.0025730138,0.002398647,36.60345,36.60345
1508976018,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.0037079921,0.00015284675,8.246659e-09,0.13604777,0.3937706,-9.836105,-0.0024489888,0.0036340386,0.0019683316,36.750263,36.750263
1509919948,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.00433782,0.0002182412,1.5003021e-08,0.16278005,0.39562562,-9.832696,-0.0045084683,0.0012764471,0.0014123871,36.701355,36.701355
1510968747,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.0051094773,0.00022148555,1.3392137e-08,0.16090508,0.41610366,-9.841964,-0.0034053968,0.0036864632,1.836989e-05,36.60345,36.60345
1512017572,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.0055596516,0.00021711139,1.2552148e-08,0.099247456,0.40682507,-9.845765,-0.0014282649,0.0035509898,0.0033213678,36.701355,36.701355
1512961578,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.0052480716,0.00022834042,1.2765931e-08,0.14335753,0.38528228,-9.804325,-0.0033240323,0.0021496953,0.0022514134,36.84821,36.84821
1514010291,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.005344457,0.00022842655,1.4686447e-08,0.11618755,0.39112204,-9.866295,-0.0031699028,0.0031545947,0.001977791,36.55445,36.55445
1514954220,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.009933079,0.00041949376,4.7886527e-08,0.18752587,0.38141328,-9.799259,0.004082668,-0.008366469,0.0043044463,36.60345,36.60345
1516003042,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.04347112,0.0015901794,6.7459433e-07,0.11525437,0.48502153,-10.405812,-0.11595377,-0.044073995,-0.009841938,36.60345,36.60345
1516946979,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.05493217,0.0026387295,6.8371435e-07,0.19531544,0.55225706,-10.043541,-0.010757612,0.024832342,0.010332817,36.55445,36.55445
1517995780,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.04292217,0.0029987702,6.669161e-07,0.14561422,0.4253505,-10.75596,0.057423074,-0.029916095,-0.007928536,36.84821,36.84821
1518939701,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.059772246,0.0030496258,7.204204e-07,0.3986083,0.6066915,-10.14744,0.03801954,-0.01607545,0.012205992,36.60345,36.60345
1519988518,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.06336578,0.002708993,6.83051e-07,0.15669525,0.6898076,-9.13399,0.0077362065,-0.014979318,-0.035071533,36.55445,36.55445
1520932443,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.038245466,0.0017415361,3.2054118e-07,0.12128716,0.44575712,-11.193843,0.02653511,-0.00819161,0.0017899979,36.55445,36.55445
1521981244,3801098,3801098,0,0,0,0,0,801.3054,801.3054,4006.526,8013.052,0.051830992,0.002313193,7.317e-07,0.027150955,0.33891466,-9.990857,-0.025198368,-0.029394517,0.019528475,36.701355,36.701355
