timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
23759217,3932170,3932170,0,0,0,0,0,0.00018803972,8.891106e-06,6.9457544e-11,798,798
23859476,3932170,3932170,0,0,0,0,0,0.00017654686,8.9517325e-06,6.825831e-11,798,798
24761485,3932170,3932170,0,0,0,0,0,0.00018440593,8.805875e-06,6.567397e-11,798,798
25763842,3932170,3932170,0,0,0,0,0,0.00017325029,8.748313e-06,6.5209796e-11,798,798
26766089,3932170,3932170,0,0,0,0,0,0.00017687258,8.499814e-06,7.216406e-11,798,798
27768422,3932170,3932170,0,0,0,0,0,0.00017865247,9.564434e-06,7.90045e-11,798,798
28770690,3932170,3932170,0,0,0,0,0,0.00020020061,9.629424e-06,7.6551286e-11,798,798
29773035,3932170,3932170,0,0,0,0,0,0.00017379977,8.817121e-06,6.997838e-11,798,798
30775271,3932170,3932170,0,0,0,0,0,0.00017242102,8.4879875e-06,6.717466e-11,798,798
31777578,3932170,3932170,0,0,0,0,0,0.00018100043,8.654346e-06,6.674658e-11,798,798
32779981,3932170,3932170,0,0,0,0,0,0.00018405824,8.330776e-06,6.7375744e-11,798,798
33782274,3932170,3932170,0,0,0,0,0,0.00018236226,9.109418e-06,7.4234945e-11,798,798
34784517,3932170,3932170,0,0,0,0,0,0.00018120992,8.851212e-06,7.440845e-11,798,798
