timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
256547675,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.00014082913,9.114553e-06,1.7107754e-10,0.361308,2.1326394,-9.581792,-0.002056155,0.003690111,0.0022240654,38.75763,38.75763
257491657,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.0065126517,0.00017573571,1.6635287e-08,0.33840913,2.12165,-9.508695,-0.0016629344,0.001713062,0.002163195,38.904537,38.904537
258435702,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.010387779,0.00026859774,2.7964461e-08,0.38638294,2.2684982,-9.514736,-0.001768212,-0.003938301,-0.0010357556,39.051437,39.051437
259484538,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.017081052,0.0005787199,6.975808e-07,-0.074908346,0.124701194,-9.795487,0.011078068,0.017173216,-0.0019152225,39.002445,39.002445
260428504,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.03328206,0.000980469,3.6741213e-07,0.13000746,-0.3216763,-9.858946,0.07468364,0.014733843,0.027636793,38.75763,38.75763
261477350,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.054639157,0.002495131,7.24018e-07,0.15672153,0.6778059,-10.961103,0.06536704,-0.031376984,0.01889954,38.75763,38.75763
262526226,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.048901726,0.002195557,9.773881e-07,0.1536945,0.37161958,-10.976966,-0.04707719,-0.014012086,-0.034949712,38.561787,38.561787
263470190,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.06290861,0.0023743822,3.7434334e-06,-0.12896188,0.15259522,-9.654207,0.40565872,0.021168487,0.01672613,38.85554,38.85554
264519069,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.043275632,0.001522835,1.081542e-06,-0.20901076,0.120273024,-8.091103,-0.018333575,0.020296814,-0.1691042,39.002445,39.002445
265463055,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.050154373,0.0024306532,2.4154504e-06,-0.025104731,0.4546857,-13.927251,-0.14024955,-0.02763503,-0.007156901,38.659725,38.659725
266506921,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.049535688,0.0020527013,1.2708109e-06,-0.020047229,0.055097602,-10.724917,0.064886965,-0.001968041,-0.07515642,38.659725,38.659725
267450933,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.056076244,0.0021049909,2.5930874e-06,-0.30095947,-0.34158796,-9.583528,-0.5051612,0.122818336,0.055467132,38.659725,38.659725
268499765,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.045478985,0.002872373,4.807286e-06,0.12502646,0.36878848,-9.78515,-0.9290109,-0.0173376,0.00061540457,38.659725,38.659725
269443744,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.055746123,0.0024381215,3.7329012e-06,-0.0046937424,1.0144682,-9.923233,0.15089212,0.010786054,0.019453086,38.463875,38.463875
270492623,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.05572041,0.0020750638,8.2260163e-07,0.13921228,0.8145324,-9.870343,-0.022285642,-0.010693601,-0.017473208,38.463875,38.463875
271436670,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.067009754,0.002644188,4.868299e-07,0.43179443,0.5348327,-8.678883,0.025090005,0.01806152,0.004089146,38.463875,38.463875
272485457,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2026,8006.4053,0.05038948,0.0026034247,4.6731852e-06,-0.2621356,0.1424927,-10.767614,-0.046649408,0.1028379,0.040504932,38.561787,38.561787
