timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
65722956,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.00016082104,8.990074e-06,4.5266225e-11,0.024523154,2.2166197,-9.59036,-0.0012791601,0.0001606838,0.0003260362,42.47857,42.47857
66562125,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.011442502,0.0004252851,1.3551713e-06,-0.72052556,-1.8530633,-9.930288,1.4947848,0.18695895,-0.215756,42.429634,42.429634
67611133,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.009257111,0.0004428105,2.6460123e-07,-0.3180224,-2.2756026,-9.650525,0.008436447,0.0015002511,-0.0019010106,42.47857,42.47857
68660095,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.008715812,0.00033236967,5.941933e-08,-0.29174316,-2.4085503,-9.60861,0.01498189,0.012645191,-0.005758253,42.233818,42.233818
69604174,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.02547377,0.0011309282,4.6512525e-07,-1.0318314,-1.9981426,-9.682017,-0.09802129,-0.116766304,0.0022953625,42.08691,42.08691
70653161,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.03553671,0.0013522458,2.8232707e-06,-1.0761851,-2.0040755,-9.761186,-0.05944896,0.12499744,-0.6341842,42.233818,42.233818
71597232,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.022931976,0.000898359,7.054012e-07,-0.3786743,-2.8431277,-9.470965,-0.017222174,0.009896365,0.005510034,42.33173,42.33173
72646303,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.00655675,0.00025748025,1.0221936e-07,-0.36484408,-2.4744952,-9.532973,-0.006095031,0.0025628807,0.00043768165,42.233818,42.233818
73590328,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.0024314972,0.00010461291,1.7050906e-08,-0.36716372,-2.4196787,-9.518139,-0.00086625403,0.0010239951,0.00041868552,41.989006,41.989006
74639307,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.000480843,2.3757355e-05,2.1902449e-09,-0.35787097,-2.4276075,-9.517092,-0.0017829217,0.0002022904,7.3271505e-05,42.282722,42.282722
