timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
240375763,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.00016897841,8.311586e-06,4.3137455e-11,0.1215155,1.4428157,-9.7409935,-0.0009069862,0.00011094578,0.00022909074,43.310856,43.310856
241319900,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.007876325,0.0003794233,5.408743e-07,-0.4538482,-1.6076733,-9.85347,-0.31316596,-0.13810627,0.055571493,43.310856,43.310856
242263989,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.009377151,0.0002847158,1.18665355e-07,-0.29924858,-2.1328638,-9.620482,0.0059973705,0.008172575,-0.0011932609,43.212944,43.212944
243312992,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.026720718,0.0009523993,5.4817843e-07,-1.2948272,-1.6585968,-9.6214075,-0.017677786,-0.02257906,-0.0064451057,43.40876,43.40876
244257099,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.031031154,0.0010303862,7.3378163e-07,-0.37209055,-2.1534765,-9.688815,0.02151259,0.032751977,0.007714398,43.06611,43.06611
245306169,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.03387715,0.0012919765,1.4749867e-06,0.06273241,-2.1794648,-9.649702,-0.115505666,-0.06825402,0.0035993927,43.212944,43.212944
246350129,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.018989194,0.00063954433,4.7087332e-07,0.112090185,-2.6073093,-9.520239,-0.11722714,-0.2272627,-0.209567,43.164043,43.164043
247294239,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.025617134,0.0011675417,1.82838e-06,-0.43273604,-2.2136283,-9.840658,-0.39908412,-0.5474159,-0.043449573,42.96821,42.96821
248343250,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.034722492,0.0012317315,1.451765e-06,-0.29724592,-2.228001,-9.881458,0.01882197,0.004527637,0.0049602366,43.310856,43.310856
249287350,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.010674318,0.00039458476,2.46366e-07,-0.3174114,-2.3648403,-9.565837,-0.023044752,0.0017573073,0.0049725445,43.06611,43.06611
250336363,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.0030707594,0.0001302563,3.2738818e-08,-0.3081608,-2.2616189,-9.598045,-0.00404721,0.0019263675,0.0014085489,42.96821,42.96821
251280499,3801098,3801098,0,0,0,0,0,800.6405,800.6405,4003.2024,8006.405,0.00091585674,4.1287523e-05,5.280025e-09,-0.30346397,-2.241561,-9.580853,-0.002920215,0.0007089901,0.00085914927,43.164043,43.164043
