timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
1686460874,3932170,3932170,0,0,0,0,0,0.00020190745,9.229079e-06,6.8791e-11,798,798
1686561160,3932170,3932170,0,0,0,0,0,0.00020894539,8.882144e-06,6.46346e-11,798,798
1687463451,3932170,3932170,0,0,0,0,0,0.0002145531,9.093503e-06,5.9349144e-11,798,798
1688466129,3932170,3932170,0,0,0,0,0,0.00018361256,9.390492e-06,6.516905e-11,798,798
1689468684,3932170,3932170,0,0,0,0,0,0.00020427979,8.993639e-06,6.057324e-11,798,798
1690471312,3932170,3932170,0,0,0,0,0,0.00018763312,9.40588e-06,6.713733e-11,798,798
1691473973,3932170,3932170,0,0,0,0,0,0.00090202095,3.1624386e-05,6.1611116e-10,798,798
1692476538,3932170,3932170,0,0,0,0,0,0.016945971,0.00055913965,8.8028145e-08,798,798
1693479162,3932170,3932170,0,0,0,0,0,0.022966892,0.00086877187,1.586851e-07,798,798
1694481773,3932170,3932170,0,0,0,0,0,0.025279865,0.000994004,2.0063294e-07,798,798
1695484394,3932170,3932170,0,0,0,0,0,0.036079004,0.0011473828,3.5169288e-07,798,798
1696487016,3932170,3932170,0,0,0,0,0,0.06182508,0.0020057973,1.460129e-06,798,798
1697489676,3932170,3932170,0,0,0,0,0,0.08368701,0.0041132495,5.127973e-06,798,798
1698492323,3932170,3932170,0,0,0,0,0,0.1084621,0.007027456,1.201047e-05,798,798
1699494904,3932170,3932170,0,0,0,0,0,0.13252214,0.0077354936,1.2330328e-05,798,798
1700497497,3932170,3932170,0,0,0,0,0,0.12837927,0.008715879,1.2856332e-05,798,798
1701500113,3932170,3932170,0,0,0,0,0,0.112870604,0.008642171,1.2065744e-05,798,798
1702502748,3932170,3932170,0,0,0,0,0,0.115798496,0.008376413,1.0164065e-05,798,798
1703505309,3932170,3932170,0,0,0,0,0,0.11396706,0.007953916,7.754616e-06,798,798
1704507960,3932170,3932170,0,0,0,0,0,0.11835672,0.0077246088,7.1197687e-06,798,798
1705510505,3932170,3932170,0,0,0,0,0,0.120188184,0.007557273,6.1263427e-06,798,798
1706513115,3932170,3932170,0,0,0,0,0,0.10097379,0.0066770753,9.440069e-06,798,798
1707515748,3932170,3932170,0,0,0,0,0,0.10268466,0.0066779745,7.8705925e-06,798,798
1708518331,3932170,3932170,0,0,0,0,0,0.08840542,0.0058147074,5.3448503e-06,798,798
1709520986,3932170,3932170,0,0,0,0,0,0.09302241,0.0048817475,3.5629064e-06,798,798
1710523555,3932170,3932170,0,0,0,0,0,0.08663924,0.004507758,5.218903e-06,798,798
1711526200,3932170,3932170,0,0,0,0,0,0.08229148,0.0053727804,5.899031e-06,798,798
1712528768,3932170,3932170,0,0,0,0,0,0.089104146,0.005214244,3.793534e-06,798,798
1713531363,3932170,3932170,0,0,0,0,0,0.08346668,0.004708605,3.1634524e-06,798,798
1714534024,3932170,3932170,0,0,0,0,0,0.09417227,0.0054281023,3.328717e-06,798,798
1715536618,3932170,3932170,0,0,0,0,0,0.08719348,0.004847211,3.2004189e-06,798,798
1716539284,3932170,3932170,0,0,0,0,0,0.07984543,0.0048622685,3.222807e-06,798,798
1717541832,3932170,3932170,0,0,0,0,0,0.07703974,0.0044840067,1.1015416e-05,798,798
1718544484,3932170,3932170,0,0,0,0,0,0.077989146,0.0045956085,1.0132477e-05,798,798
1719546992,3932170,3932170,0,0,0,0,0,0.07567697,0.004336635,8.672924e-06,798,798
1720449467,3932170,3932170,0,0,0,0,0,0.0741379,0.0042780815,1.029874e-05,798,798
1721451923,3932170,3932170,0,0,0,0,0,0.08102869,0.00462331,4.832153e-06,798,798
1722454532,3932170,3932170,0,0,0,0,0,0.083551,0.0045670047,3.0690048e-06,798,798
1723457132,3932170,3932170,0,0,0,0,0,0.07815654,0.0045355274,3.6144093e-06,798,798
1724459726,3932170,3932170,0,0,0,0,0,0.08690083,0.0050594937,8.221341e-06,798,798
1725462333,3932170,3932170,0,0,0,0,0,0.020215651,0.001021605,1.7141026e-06,798,798
1726464925,3932170,3932170,0,0,0,0,0,0.0031618322,0.00016935855,2.3663242e-07,798,798
1727467525,3932170,3932170,0,0,0,0,0,0.00060358143,3.3361168e-05,3.2141703e-08,798,798
1728470120,3932170,3932170,0,0,0,0,0,0.00023066966,1.2551526e-05,4.463964e-09,798,798
1729472773,3932170,3932170,0,0,0,0,0,0.00019394231,9.249112e-06,6.763733e-10,798,798
