timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
29504187,inf,0,1,1,1,0,0,1,0,0,1
29898787,inf,0,1,0,0,0,0,1,0,0,1
29908192,inf,0,0,0,0,0,0,1,0,0,1
30917365,inf,0,0,0,0,0,0,1,0,0,1
31928250,inf,0,0,0,0,0,0,1,0,0,1
32936303,inf,0,0,0,0,0,0,1,0,0,1
33944556,inf,0,0,0,0,0,0,1,0,0,1
34953284,inf,0,0,0,0,0,0,1,0,0,1
35303256,inf,0,0,0,0,1,0,1,0,0,1
36306997,inf,0,0,0,0,1,0,1,0,0,1
37316296,inf,0,0,0,0,1,0,0,0,0,1
38305311,inf,0,0,0,0,0,0,0,0,0,1
39044414,inf,0,0,0,0,1,1,0,0,0,1
40053311,inf,0,0,0,0,1,1,0,0,0,1
41057646,inf,0,0,0,0,1,1,0,0,0,1
41716822,inf,0,1,0,0,1,1,1,0,0,1
42076567,inf,0,1,1,0,1,1,1,0,0,1
42416073,inf,0,1,1,1,1,1,1,0,0,1
42466664,inf,0,1,1,1,0,0,1,0,0,1
43474983,inf,0,1,1,1,0,0,1,0,0,1
44479311,inf,0,1,1,1,0,0,1,0,0,1
