timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
28418001,inf,0,1,1,1,1,0,1,0,0,1
29426947,inf,0,1,1,1,1,0,1,0,0,1
30436580,inf,0,1,1,1,1,0,1,0,0,1
30725698,inf,0,1,0,0,1,0,1,0,0,1
30885595,inf,0,0,0,0,1,0,0,0,0,1
31894607,inf,0,0,0,0,1,0,0,0,0,1
32903699,inf,0,0,0,0,1,0,0,0,0,1
33263249,inf,0,1,0,0,1,0,1,0,0,1
33602944,inf,0,1,1,0,1,0,1,0,0,1
33942624,inf,0,1,1,1,1,0,1,0,0,1
34946631,inf,0,1,1,1,1,0,1,0,0,1
35955935,inf,0,1,1,1,0,0,1,0,0,1
