timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
381632132,inf,0,1,1,1,0,0,1,0,0,1
382640883,inf,0,1,1,1,0,0,1,0,0,1
383644692,inf,0,1,1,1,0,0,1,0,0,1
384154880,inf,0,1,1,1,1,0,1,0,0,1
385163061,inf,0,1,1,1,1,0,1,0,0,1
385222989,inf,0,1,0,0,1,0,1,0,0,1
385233351,inf,0,0,0,0,1,0,1,0,0,1
386242245,inf,0,0,0,0,1,0,0,1,0,1
387250944,inf,0,0,0,0,1,0,0,1,0,1
388255028,inf,0,0,0,0,1,0,0,1,0,1
389263912,inf,0,0,0,0,1,0,0,1,0,1
390233294,inf,0,0,0,0,0,0,0,1,0,1
391241694,inf,0,0,0,0,0,0,0,1,0,1
392250660,inf,0,0,0,0,0,0,0,1,0,1
393115364,inf,0,0,0,0,1,1,1,1,0,1
394123520,inf,0,0,0,0,1,1,0,1,0,1
395133116,inf,0,0,0,0,1,1,0,1,0,1
396144806,inf,0,0,0,0,1,1,0,1,0,1
397150601,inf,0,0,0,0,1,1,0,1,0,1
398159745,inf,0,0,0,0,1,1,0,1,0,1
399163146,inf,0,0,0,0,1,1,0,1,0,1
400172618,inf,0,0,0,0,1,1,0,1,0,1
401181266,inf,0,0,0,0,1,1,0,1,0,1
402185181,inf,0,0,0,0,1,1,0,1,0,1
403194060,inf,0,0,0,0,1,1,0,1,0,1
404202747,inf,0,0,0,0,1,1,0,1,0,1
405212440,inf,0,0,0,0,0,0,0,1,0,1
405691781,inf,0,0,0,0,1,1,0,1,0,1
406375585,inf,0,1,0,0,1,1,1,0,0,1
406735660,inf,0,1,1,0,1,1,1,0,0,1
407075458,inf,0,1,1,1,1,1,1,0,0,1
407115337,inf,0,1,1,1,0,0,1,0,0,1
408123550,inf,0,1,1,1,0,0,1,0,0,1
409132779,inf,0,1,1,1,0,0,1,0,0,1
