timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
704653059,inf,0,1,1,1,0,0,1,0,0,1
705662612,inf,0,1,1,1,0,0,1,0,0,1
706670796,inf,0,1,1,1,0,0,1,0,0,1
707679592,inf,0,1,1,1,0,0,1,0,0,1
708683508,inf,0,1,1,1,0,0,1,0,0,1
709694462,inf,0,1,1,1,0,0,1,0,0,1
710702478,inf,0,1,1,1,0,0,1,0,0,1
711710188,inf,0,1,1,1,0,0,1,0,0,1
712714281,inf,0,1,1,1,0,0,1,0,0,1
713723044,inf,0,1,1,1,0,0,1,0,0,1
714731964,inf,0,1,1,1,0,0,1,0,0,1
