timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
652200167,inf,0,1,1,1,0,0,1,0,0,1
653204338,inf,0,1,1,1,0,0,1,0,0,1
653713816,inf,0,1,1,1,1,0,1,0,0,1
654193763,inf,0,1,0,0,1,0,1,0,0,1
654203308,inf,0,0,0,0,1,0,1,0,0,1
655212229,inf,0,0,0,0,1,0,0,0,0,1
656221027,inf,0,0,0,0,1,0,0,1,0,1
657230144,inf,0,0,0,0,1,0,0,1,0,1
658239165,inf,0,0,0,0,1,0,0,1,0,1
659203058,inf,0,0,0,0,0,0,0,0,0,1
660212355,inf,0,0,0,0,0,0,0,0,0,1
661220737,inf,0,0,0,0,0,0,0,0,1,1
662233372,inf,0,0,0,0,0,0,0,0,0,1
663237596,inf,0,0,0,0,0,0,0,0,1,1
664245952,inf,0,0,0,0,0,0,0,0,1,1
665255173,inf,0,0,0,0,0,0,0,0,1,1
666255526,inf,0,0,0,0,0,0,0,0,1,1
667258090,inf,0,0,0,0,0,0,0,0,0,1
668263141,inf,0,0,0,0,0,0,0,0,0,1
669275958,inf,0,0,0,0,0,0,0,0,0,1
670280976,inf,0,0,0,0,0,0,0,0,0,1
671291694,inf,0,0,0,0,0,0,0,1,0,1
672112594,inf,0,0,0,0,1,1,0,1,0,1
673113579,inf,0,0,0,0,1,1,0,1,0,1
674121773,inf,0,0,0,0,1,1,0,1,0,1
675130743,inf,0,0,0,0,1,1,0,1,0,1
676135107,inf,0,0,0,0,1,1,0,1,0,1
677143648,inf,0,0,0,0,1,1,0,1,0,1
677812845,inf,0,0,0,0,0,0,0,1,0,1
678372398,inf,0,0,0,0,1,1,0,1,0,1
678632396,inf,0,0,0,0,0,0,0,1,0,1
679391537,inf,0,0,0,0,1,1,1,0,0,1
679731188,inf,0,1,0,0,1,1,1,0,0,1
680091726,inf,0,1,1,0,1,1,1,0,0,1
680429903,inf,0,1,1,1,1,1,1,0,0,1
680470004,inf,0,1,1,1,0,0,1,0,0,1
681478599,inf,0,1,1,1,0,0,1,0,0,1
682482551,inf,0,1,1,1,0,0,1,0,0,1
