timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
26563028,inf,0,1,1,1,1,0,1,0,0,1
27566484,inf,0,1,1,1,1,0,1,0,0,1
28575517,inf,0,1,1,1,1,0,1,0,0,1
29585389,inf,0,1,1,1,1,0,1,0,0,1
30592974,inf,0,1,1,1,1,0,1,0,0,1
31177144,inf,0,1,0,0,1,0,1,0,0,1
32036854,inf,0,0,0,0,1,0,0,0,0,1
33045002,inf,0,0,0,0,1,0,1,0,0,1
33264892,inf,0,1,0,0,1,0,1,0,0,1
33604487,inf,0,1,1,0,1,0,1,0,0,1
33944112,inf,0,1,1,1,1,0,1,0,0,1
34947750,inf,0,1,1,1,1,0,1,0,0,1
35957140,inf,0,1,1,1,1,0,1,0,0,1
35966619,inf,0,1,1,1,0,0,1,0,0,1
