timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
716744464,inf,0,1,1,1,0,0,1,0,0,1
717754094,inf,0,1,1,1,0,0,1,0,0,1
718762521,inf,0,1,1,1,0,0,1,0,0,1
719771622,inf,0,1,1,1,0,0,1,0,0,1
720780260,inf,0,1,1,1,0,0,1,0,0,1
721788869,inf,0,1,1,1,0,0,1,0,0,1
722233528,inf,0,1,1,1,1,0,1,0,0,1
722912638,inf,0,1,0,0,1,0,1,0,0,1
722922483,inf,0,0,0,0,1,0,1,0,0,1
723931487,inf,0,0,0,0,1,0,0,0,0,1
724940258,inf,0,0,0,0,1,0,0,0,0,1
725949181,inf,0,0,0,0,1,0,0,1,0,1
726953737,inf,0,0,0,0,1,0,0,0,0,1
727921893,inf,0,0,0,0,0,0,0,0,0,1
728930826,inf,0,0,0,0,0,0,0,0,0,1
729939780,inf,0,0,0,0,0,0,0,0,0,1
730943444,inf,0,0,0,0,0,0,0,0,0,1
731952450,inf,0,0,0,0,0,0,0,0,0,1
732961172,inf,0,0,0,0,0,0,0,0,0,1
733970761,inf,0,0,0,0,0,0,0,0,0,1
734974159,inf,0,0,0,0,0,0,0,0,0,1
735982724,inf,0,0,0,0,0,0,0,0,0,1
736991677,inf,0,0,0,0,0,0,0,0,0,1
738001216,inf,0,0,0,0,0,0,0,0,0,1
739009555,inf,0,0,0,0,0,0,0,0,0,1
739249788,inf,0,0,0,0,1,1,0,1,0,1
740253511,inf,0,0,0,0,1,1,0,1,0,1
741261774,inf,0,0,0,0,1,1,0,1,0,1
742265938,inf,0,0,0,0,1,1,0,1,0,1
743275238,inf,0,0,0,0,1,1,1,0,0,1
743824142,inf,0,1,0,0,1,1,1,0,0,1
744174468,inf,0,1,1,0,1,1,1,0,0,1
744513295,inf,0,1,1,1,1,1,1,0,0,1
745521932,inf,0,1,1,1,1,1,1,0,0,1
746531429,inf,0,1,1,1,1,1,1,0,0,1
