timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
171525908,inf,0,1,1,1,0,0,1,0,0,1
172534936,inf,0,1,1,1,0,0,1,0,0,1
173543485,inf,0,1,1,1,0,0,1,0,0,1
174552635,inf,0,1,1,1,0,0,1,0,0,1
175556119,inf,0,1,1,1,0,0,1,0,0,1
176005679,inf,0,1,1,1,1,0,1,0,0,1
176834909,inf,0,1,0,0,1,0,1,0,0,1
176845882,inf,0,0,0,0,1,0,1,0,0,1
177854767,inf,0,0,0,0,1,0,0,1,0,1
178862458,inf,0,0,0,0,1,0,1,1,0,1
179871299,inf,0,0,0,0,1,0,0,0,0,1
180874903,inf,0,0,0,0,1,0,0,0,0,1
181843947,inf,0,0,0,0,0,0,0,1,0,1
182854640,inf,0,0,0,0,0,0,0,1,0,1
183856706,inf,0,0,0,0,0,0,0,0,0,1
184865454,inf,0,0,0,0,0,0,0,0,0,1
185874203,inf,0,0,0,0,0,0,0,0,0,1
186883112,inf,0,0,0,0,0,0,0,0,0,1
187891871,inf,0,0,0,0,0,0,0,0,0,1
188895566,inf,0,0,0,0,0,0,0,0,0,1
189904878,inf,0,0,0,0,0,0,0,0,0,1
190913198,inf,0,0,0,0,0,0,0,0,0,1
191916933,inf,0,0,0,0,0,0,0,0,1,1
192919240,inf,0,0,0,0,0,0,0,0,0,1
193924637,inf,0,0,0,0,0,0,0,0,1,1
194933638,inf,0,0,0,0,0,0,0,0,0,1
195942245,inf,0,0,0,0,0,0,0,0,0,1
196951165,inf,0,0,0,0,0,0,0,0,0,1
197954797,inf,0,0,0,0,0,0,0,0,0,1
198963892,inf,0,0,0,0,0,0,0,0,0,1
199973052,inf,0,0,0,0,0,0,0,0,0,1
200976746,inf,0,0,0,0,0,0,0,0,0,1
201985097,inf,0,0,0,0,0,0,0,0,0,1
202994538,inf,0,0,0,0,0,0,0,1,0,1
203997610,inf,0,0,0,0,0,0,0,1,0,1
205007145,inf,0,0,0,0,0,0,0,1,0,1
206015230,inf,0,0,0,0,0,0,0,1,0,1
207024760,inf,0,0,0,0,0,0,0,0,0,1
208033089,inf,0,0,0,0,0,0,0,0,1,1
209045369,inf,0,0,0,0,0,0,0,0,0,1
209486803,inf,0,0,0,0,1,1,0,1,0,1
210494908,inf,0,0,0,0,1,1,0,1,0,1
211503717,inf,0,0,0,0,1,1,0,1,0,1
212513093,inf,0,0,0,0,1,1,0,1,0,1
213516525,inf,0,0,0,0,1,1,0,1,0,1
214525822,inf,0,0,0,0,1,1,0,1,0,1
215534176,inf,0,0,0,0,1,1,0,1,0,1
216537727,inf,0,0,0,0,1,1,0,1,0,1
217547132,inf,0,0,0,0,1,1,0,1,0,1
218486081,inf,0,1,0,0,1,1,1,0,0,1
218885512,inf,0,1,1,0,1,1,1,0,0,1
219225069,inf,0,1,1,1,1,1,1,0,0,1
220234130,inf,0,1,1,1,1,1,1,0,0,1
221242664,inf,0,1,1,1,1,1,1,0,0,1
