timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
587045629,inf,0,1,1,1,0,0,1,0,0,1
588054610,inf,0,1,1,1,0,0,1,0,0,1
589064778,inf,0,1,1,1,0,0,1,0,0,1
590073776,inf,0,1,1,1,0,0,1,0,0,1
591076313,inf,0,1,1,1,0,0,1,0,0,1
592085903,inf,0,1,1,1,0,0,1,0,0,1
593094215,inf,0,1,1,1,0,0,1,0,0,1
594104011,inf,0,1,1,1,0,0,1,0,0,1
595107681,inf,0,1,1,1,0,0,1,0,0,1
596116008,inf,0,1,1,1,0,0,1,0,0,1
597125021,inf,0,1,1,1,0,0,1,0,0,1
598134210,inf,0,1,1,1,0,0,1,0,0,1
