timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
41285441,inf,0,1,1,1,0
42287362,inf,0,1,1,1,0
43289273,inf,0,1,1,1,0
44291520,inf,0,1,1,1,0
45293636,inf,0,1,1,1,0
46295512,inf,0,1,1,1,0
46736494,inf,0,1,0,0,0
47738599,inf,0,1,0,0,0
48740532,inf,0,1,0,0,0
49742577,inf,0,1,0,0,0
50744628,inf,0,1,0,0,0
51746926,inf,0,1,0,0,0
52628551,inf,0,0,0,0,0
53630900,inf,0,0,0,0,0
54632837,inf,0,0,0,0,0
55634954,inf,0,0,0,0,0
56636814,inf,0,0,0,0,0
57639154,inf,0,0,0,0,0
58641252,inf,0,0,0,0,0
59643140,inf,0,0,0,0,0
60645285,inf,0,0,0,0,0
61647468,inf,0,0,0,0,0
62649552,inf,0,0,0,0,0
63330799,inf,0,1,0,0,0
63832166,inf,0,0,0,0,0
64202616,inf,0,1,0,0,0
64272725,inf,0,0,0,0,0
65274828,inf,0,0,0,0,0
66277074,inf,0,0,0,0,0
67278961,inf,0,0,0,0,0
68281109,inf,0,0,0,0,0
69283268,inf,0,0,0,0,0
70285417,inf,0,0,0,0,0
71287559,inf,0,0,0,0,0
72289594,inf,0,0,0,0,0
73291632,inf,0,0,0,0,0
73602412,inf,0,1,0,0,0
73953307,inf,0,1,1,0,0
73993302,inf,0,1,1,1,0
