timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
1792200069,inf,0,1,1,1,0
1793202795,inf,0,1,1,1,0
1793794404,inf,0,1,0,0,0
1794796805,inf,0,1,0,0,0
1795328341,inf,0,0,0,0,0
1796330811,inf,0,0,0,0,0
1797333401,inf,0,0,0,0,0
1798340980,inf,0,0,0,0,0
1799348482,inf,0,0,0,0,0
1800351203,inf,0,0,0,0,0
1801358759,inf,0,0,0,0,0
1802361189,inf,0,0,0,0,0
1803368939,inf,0,0,0,0,0
1804371591,inf,0,0,0,0,0
1805378974,inf,0,0,0,0,0
1806381597,inf,0,0,0,0,0
1807389483,inf,0,0,0,0,0
1808391745,inf,0,0,0,0,0
1809399271,inf,0,0,0,0,0
1810401852,inf,0,0,0,0,0
1811409420,inf,0,0,0,0,0
1812411961,inf,0,0,0,0,0
1813419440,inf,0,0,0,0,0
1814422445,inf,0,0,0,0,0
1815429739,inf,0,0,0,0,0
1816432275,inf,0,0,0,0,0
1817329513,inf,0,0,0,0,1
1817339474,inf,0,0,0,0,0
1817349571,inf,0,0,0,0,1
1817359534,inf,0,0,0,0,0
1817369634,inf,0,0,0,0,1
1818372214,inf,0,0,0,0,1
1819379623,inf,0,0,0,0,1
1820382265,inf,0,0,0,0,1
1821389985,inf,0,0,0,0,1
1821971392,inf,0,1,0,0,1
1822252067,inf,0,1,1,0,1
1822552900,inf,0,1,1,1,1
1823560415,inf,0,1,1,1,1
1824562896,inf,0,1,1,1,1
