timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
1507253689,inf,0,1,1,1,0,0,1,0,0,1
1508262452,inf,0,1,1,1,0,0,1,0,0,1
1509266918,inf,0,1,1,1,0,0,1,0,0,1
1510275451,inf,0,1,1,1,0,0,1,0,0,1
1511283997,inf,0,1,1,1,0,0,1,0,0,1
1512293448,inf,0,1,1,1,0,0,1,0,0,1
1513302906,inf,0,1,1,1,0,0,1,0,0,1
1513891655,inf,0,1,1,1,1,0,1,0,0,1
1514854949,inf,0,1,0,0,1,0,1,0,0,1
1514865569,inf,0,0,0,0,1,0,1,0,0,1
1515874076,inf,0,0,0,0,1,0,0,1,0,1
1516877870,inf,0,0,0,0,1,0,0,1,0,1
1517886735,inf,0,0,0,0,1,0,0,1,0,1
1518895428,inf,0,0,0,0,1,0,0,1,0,1
1519864297,inf,0,0,0,0,0,0,0,1,0,1
1520873238,inf,0,0,0,0,0,0,0,1,0,1
1521881994,inf,0,0,0,0,0,0,0,0,0,1
1522886449,inf,0,0,0,0,0,0,0,1,0,1
1523894749,inf,0,0,0,0,0,0,0,0,0,1
1524904835,inf,0,0,0,0,0,0,0,0,0,1
1525913129,inf,0,0,0,0,0,0,0,0,1,1
1526916546,inf,0,0,0,0,0,0,0,0,1,1
1527925308,inf,0,0,0,0,0,0,0,0,0,1
1528927811,inf,0,0,0,0,0,0,0,1,0,1
1529933180,inf,0,0,0,0,0,0,0,1,1,1
1530945298,inf,0,0,0,0,0,0,0,1,0,1
1531949408,inf,0,0,0,0,0,0,0,1,0,1
1532954480,inf,0,0,0,0,0,0,0,0,0,1
1533963891,inf,0,0,0,0,0,0,0,0,0,1
1534967930,inf,0,0,0,0,0,0,0,0,0,1
1535976025,inf,0,0,0,0,0,0,0,1,0,1
1536985503,inf,0,0,0,0,0,0,0,1,0,1
1537994357,inf,0,0,0,0,0,0,0,0,0,1
1538997586,inf,0,0,0,0,0,0,0,0,1,1
1540006539,inf,0,0,0,0,0,0,0,0,1,1
1541018896,inf,0,0,0,0,0,0,0,0,0,1
1542024222,inf,0,0,0,0,0,0,0,0,0,1
1543033595,inf,0,0,0,0,0,0,0,0,0,1
1544037166,inf,0,0,0,0,0,0,0,0,0,1
1545046284,inf,0,0,0,0,0,0,0,0,1,1
1546054572,inf,0,0,0,0,0,0,0,0,1,1
1547063630,inf,0,0,0,0,0,0,0,0,1,1
1548067566,inf,0,0,0,0,0,0,0,1,0,1
1548367160,inf,0,0,0,0,1,1,0,1,0,1
1549375797,inf,0,0,0,0,1,1,0,1,0,1
1549525934,inf,0,0,0,0,0,0,0,1,0,1
1550534523,inf,0,0,0,0,0,0,0,0,0,1
1551543874,inf,0,0,0,0,0,0,0,0,0,1
1552552738,inf,0,0,0,0,0,0,0,0,0,1
1553556800,inf,0,0,0,0,0,0,0,0,1,1
1554564981,inf,0,0,0,0,0,0,0,0,1,1
1555573918,inf,0,0,0,0,0,0,0,0,1,1
1556582580,inf,0,0,0,0,0,0,0,0,1,1
1557587006,inf,0,0,0,0,0,0,0,0,1,1
1558595601,inf,0,0,0,0,0,0,0,0,0,1
1559604799,inf,0,0,0,0,0,0,0,0,0,1
1560613095,inf,0,0,0,0,0,0,0,0,0,1
1561617106,inf,0,0,0,0,0,0,0,0,0,1
1562625797,inf,0,0,0,0,0,0,0,1,0,1
1563634580,inf,0,0,0,0,0,0,0,1,0,1
1564643429,inf,0,0,0,0,0,0,0,0,0,1
1565652361,inf,0,0,0,0,0,0,0,0,0,1
1566656105,inf,0,0,0,0,0,0,0,0,0,1
1567665057,inf,0,0,0,0,0,0,0,0,0,1
1568673980,inf,0,0,0,0,0,0,0,0,0,1
1569682959,inf,0,0,0,0,0,0,0,0,0,1
1570687188,inf,0,0,0,0,0,0,0,0,0,1
1571695416,inf,0,0,0,0,0,0,0,0,1,1
1572705499,inf,0,0,0,0,0,0,0,0,1,1
1573713106,inf,0,0,0,0,0,0,0,0,1,1
1574713437,inf,0,0,0,0,0,0,0,0,1,1
1575715819,inf,0,0,0,0,0,0,0,0,1,1
1576725219,inf,0,0,0,0,0,0,0,0,1,1
1577727333,inf,0,0,0,0,0,0,0,0,0,1
1578736010,inf,0,0,0,0,0,0,0,0,1,1
1579736191,inf,0,0,0,0,0,0,0,0,1,1
1580748867,inf,0,0,0,0,0,0,0,0,0,1
1581754177,inf,0,0,0,0,0,0,0,0,1,1
1582762710,inf,0,0,0,0,0,0,0,0,1,1
1583770328,inf,0,0,0,0,0,0,0,0,1,1
1584775384,inf,0,0,0,0,0,0,0,0,1,1
1585784744,inf,0,0,0,0,0,0,0,0,0,1
1586786747,inf,0,0,0,0,0,0,0,0,1,1
1587790648,inf,0,0,0,0,0,0,0,0,1,1
1588795940,inf,0,0,0,0,0,0,0,0,0,1
1589808201,inf,0,0,0,0,0,0,0,0,0,1
1590813444,inf,0,0,0,0,0,0,0,0,0,1
1591822234,inf,0,0,0,0,0,0,0,0,0,1
1592826601,inf,0,0,0,0,0,0,0,0,1,1
1593828709,inf,0,0,0,0,0,0,0,0,1,1
1594833958,inf,0,0,0,0,0,0,0,1,0,1
1595842524,inf,0,0,0,0,0,0,0,1,0,1
1596852064,inf,0,0,0,0,0,0,0,1,0,1
1597855188,inf,0,0,0,0,0,0,0,0,0,1
1598864019,inf,0,0,0,0,0,0,0,0,0,1
1599873057,inf,0,0,0,0,0,0,0,0,0,1
1600877278,inf,0,0,0,0,0,0,0,0,0,1
1601885676,inf,0,0,0,0,0,0,0,0,0,1
1602894337,inf,0,0,0,0,0,0,0,0,0,1
1603903142,inf,0,0,0,0,0,0,0,0,0,1
1604913431,inf,0,0,0,0,0,0,0,1,0,1
1605915820,inf,0,0,0,0,0,0,0,1,0,1
1606924895,inf,0,0,0,0,0,0,0,1,0,1
1607933750,inf,0,0,0,0,0,0,0,1,0,1
1608940725,inf,0,0,0,0,0,0,0,1,0,1
1609946821,inf,0,0,0,0,0,0,0,1,1,1
1610948926,inf,0,0,0,0,0,0,0,1,0,1
1611953772,inf,0,0,0,0,0,0,0,1,0,1
1612962822,inf,0,0,0,0,0,0,0,1,0,1
1613970742,inf,0,0,0,0,0,0,0,1,0,1
1614978713,inf,0,0,0,0,0,0,0,0,0,1
1615984097,inf,0,0,0,0,0,0,0,0,0,1
1616993134,inf,0,0,0,0,0,0,0,0,0,1
1617995522,inf,0,0,0,0,0,0,0,0,0,1
1618995572,inf,0,0,0,0,0,0,0,0,0,1
1620004635,inf,0,0,0,0,0,0,0,0,0,1
1621007000,inf,0,0,0,0,0,0,0,0,1,1
1622012104,inf,0,0,0,0,0,0,0,0,0,1
1623020830,inf,0,0,0,0,0,0,0,0,0,1
1624024924,inf,0,0,0,0,0,0,0,0,0,1
1625033636,inf,0,0,0,0,0,0,0,1,0,1
1625433061,inf,0,0,0,0,1,1,0,1,0,1
1626442008,inf,0,0,0,0,1,1,1,1,0,1
1627446197,inf,0,0,0,0,1,1,1,1,0,1
1628454461,inf,0,0,0,0,1,1,1,1,0,1
1629463838,inf,0,0,0,0,1,1,1,1,0,1
1630467966,inf,0,0,0,0,1,1,1,1,0,1
1631476428,inf,0,0,0,0,1,1,1,1,0,1
1632485238,inf,0,0,0,0,1,1,1,1,0,1
