timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
65648919,inf,0,1,1,1,0,0,1,0,0,1
66108835,inf,0,1,0,0,0,0,1,0,0,1
66118410,inf,0,0,0,0,0,0,1,0,0,1
67128249,inf,0,0,0,0,0,0,1,0,0,1
68136346,inf,0,0,0,0,0,0,1,0,0,1
68346782,inf,0,0,0,0,1,0,1,0,0,1
69355245,inf,0,0,0,0,1,0,1,0,0,1
70359184,inf,0,0,0,0,1,0,0,0,0,1
71368651,inf,0,0,0,0,1,1,1,0,0,1
71428035,inf,0,1,0,0,1,1,1,0,0,1
71788267,inf,0,1,1,0,1,1,1,0,0,1
72128511,inf,0,1,1,1,1,1,1,0,0,1
72177391,inf,0,1,1,1,0,0,1,0,0,1
73186625,inf,0,1,1,1,0,0,1,0,0,1
74195570,inf,0,1,1,1,0,0,1,0,0,1
