timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
787325624,inf,0,1,1,1,0,0,1,0,0,1
788335364,inf,0,1,1,1,0,0,1,0,0,1
788919674,inf,0,1,1,1,1,0,1,0,0,1
788929137,inf,0,0,0,0,1,0,0,0,0,1
789938503,inf,0,0,0,0,1,0,1,0,0,1
790946759,inf,0,0,0,0,1,0,0,1,0,1
791955867,inf,0,0,0,0,1,0,0,1,0,1
792964585,inf,0,0,0,0,1,0,0,0,0,1
793938558,inf,0,0,0,0,0,0,0,1,0,1
794947612,inf,0,0,0,0,0,0,0,0,1,1
795956503,inf,0,0,0,0,0,0,0,0,1,1
796965339,inf,0,0,0,0,0,0,0,0,1,1
797967718,inf,0,0,0,0,0,0,0,1,0,1
798971726,inf,0,0,0,0,0,0,0,1,0,1
799980757,inf,0,0,0,0,0,0,0,0,0,1
800985884,inf,0,0,0,0,0,0,0,0,0,1
801995650,inf,0,0,0,0,0,0,0,1,0,1
803003973,inf,0,0,0,0,0,0,0,1,0,1
804008283,inf,0,0,0,0,0,0,0,1,0,1
805017259,inf,0,0,0,0,0,0,0,0,0,1
806029223,inf,0,0,0,0,0,0,0,0,1,1
807034545,inf,0,0,0,0,0,0,0,0,0,1
807609504,inf,0,0,0,0,1,1,0,1,0,1
808618191,inf,0,0,0,0,1,1,0,1,0,1
809626543,inf,0,0,0,0,1,1,0,1,0,1
810636168,inf,0,0,0,0,1,1,0,1,0,1
811639625,inf,0,0,0,0,1,1,0,1,0,1
812648541,inf,0,0,0,0,1,1,0,1,0,1
813657900,inf,0,0,0,0,1,1,0,1,0,1
814666097,inf,0,0,0,0,1,1,0,1,0,1
815675925,inf,0,0,0,0,1,1,0,1,0,1
816224476,inf,0,1,0,0,1,1,1,0,0,1
816579225,inf,0,1,1,0,1,1,1,0,0,1
816918676,inf,0,1,1,1,1,1,1,0,0,1
817927789,inf,0,1,1,1,1,1,1,0,0,1
818937748,inf,0,1,1,1,1,1,1,0,0,1
819537036,inf,0,1,1,1,0,0,1,0,0,1
