timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
18411078,inf,0,1,1,1,1,0,1,0,0,1
19424272,inf,0,1,1,1,1,0,1,0,0,1
20135802,inf,0,1,1,1,0,0,1,0,0,1
21142672,inf,0,1,1,1,0,0,1,0,0,1
22152309,inf,0,1,1,1,0,0,1,0,0,1
23160789,inf,0,1,1,1,0,0,1,0,0,1
24030045,inf,0,1,1,1,1,0,1,0,0,1
24449661,inf,0,1,0,0,1,0,1,0,0,1
24459557,inf,0,0,0,0,1,0,1,0,0,1
25469765,inf,0,0,0,0,1,0,0,1,0,1
26472832,inf,0,0,0,0,1,0,1,1,0,1
27473517,inf,0,0,0,0,1,0,0,0,0,1
28480784,inf,0,0,0,0,1,0,0,0,0,1
29450408,inf,0,0,0,0,0,0,0,0,0,1
30458917,inf,0,0,0,0,0,0,0,1,0,1
31464247,inf,0,0,0,0,0,0,0,0,0,1
32472756,inf,0,0,0,0,0,0,0,0,0,1
33481031,inf,0,0,0,0,0,0,0,1,1,1
34490106,inf,0,0,0,0,0,0,0,1,1,1
35493046,inf,0,0,0,0,0,0,0,0,0,1
36493286,inf,0,0,0,0,0,0,0,0,0,1
37502182,inf,0,0,0,0,0,0,0,0,0,1
38511230,inf,0,0,0,0,0,0,0,0,0,1
39520431,inf,0,0,0,0,0,0,0,0,0,1
40529761,inf,0,0,0,0,0,0,0,0,0,1
41533449,inf,0,0,0,0,0,0,0,0,0,1
42542837,inf,0,0,0,0,0,0,0,0,0,1
43311772,inf,0,0,0,0,1,1,0,1,0,1
44320547,inf,0,0,0,0,1,1,0,1,0,1
45330199,inf,0,0,0,0,1,1,0,1,0,1
46339136,inf,0,0,0,0,1,1,0,1,0,1
46928784,inf,0,1,0,0,1,1,1,0,0,1
47532581,inf,0,1,1,0,1,1,1,0,0,1
47873311,inf,0,1,1,1,1,1,1,0,0,1
48881072,inf,0,1,1,1,1,1,1,0,0,1
49885262,inf,0,1,1,1,1,1,1,0,0,1
