timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
239507210,inf,0,1,1,1,0,0,1,0,0,1
240516565,inf,0,1,1,1,0,0,1,0,0,1
240786708,inf,0,1,0,0,0,0,1,0,0,1
240796015,inf,0,0,0,0,0,0,1,0,0,1
241805937,inf,0,0,0,0,0,0,1,0,0,1
242814106,inf,0,0,0,0,0,0,1,0,0,1
242864081,inf,0,0,0,0,1,0,1,0,0,1
243873403,inf,0,0,0,0,1,0,1,0,0,1
244202795,inf,0,1,0,0,1,0,1,0,0,1
244422600,inf,0,0,0,0,1,0,0,0,0,1
245326831,inf,0,1,0,0,1,0,1,0,0,1
245667110,inf,0,1,1,0,1,0,1,0,0,1
245787147,inf,0,1,1,0,0,0,1,0,0,1
246006262,inf,0,1,1,1,0,0,1,0,0,1
246016073,inf,0,1,1,1,1,0,1,0,0,1
246246478,inf,0,1,0,0,1,0,1,0,0,1
246266163,inf,0,0,0,0,1,0,0,0,0,1
246925468,inf,0,1,0,0,1,0,1,0,0,1
247125725,inf,0,0,0,0,1,0,0,0,0,1
248135139,inf,0,0,0,0,1,0,1,0,0,1
248364068,inf,0,1,0,0,1,0,1,0,0,1
248703542,inf,0,1,1,0,1,0,1,0,0,1
249038495,inf,0,1,1,1,1,0,1,0,0,1
250047576,inf,0,1,1,1,1,0,1,0,0,1
251056635,inf,0,1,1,1,0,0,1,0,0,1
