timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
256288756,inf,0,1,1,1,1,0,1,0,0,1
257292740,inf,0,1,1,1,1,0,1,0,0,1
258301319,inf,0,1,1,1,1,0,1,0,0,1
259100501,inf,0,1,0,0,1,0,1,0,0,1
259984782,inf,0,0,0,0,1,0,0,0,0,1
260994201,inf,0,0,0,0,1,0,0,0,0,1
262002393,inf,0,0,0,0,1,0,0,1,0,1
263011321,inf,0,0,0,0,1,0,0,1,0,1
264020477,inf,0,0,0,0,1,0,1,0,0,1
264110148,inf,0,0,0,0,0,0,1,1,0,1
265112558,inf,0,0,0,0,0,0,0,1,0,1
266116632,inf,0,0,0,0,0,0,0,0,0,1
267125424,inf,0,0,0,0,0,0,0,1,0,1
268131061,inf,0,0,0,0,0,0,0,0,0,1
269139959,inf,0,0,0,0,0,0,0,0,0,1
270148638,inf,0,0,0,0,0,0,0,0,0,1
271152821,inf,0,0,0,0,0,0,0,0,0,1
272161397,inf,0,0,0,0,0,0,0,1,0,1
273170365,inf,0,0,0,0,0,0,0,1,0,1
274179515,inf,0,0,0,0,0,0,0,1,0,1
275183323,inf,0,0,0,0,0,0,0,1,0,1
276192077,inf,0,0,0,0,0,0,0,1,0,1
277201212,inf,0,0,0,0,0,0,0,1,0,1
278210154,inf,0,0,0,0,0,0,0,0,0,1
279218846,inf,0,0,0,0,0,0,0,1,0,1
280222714,inf,0,0,0,0,0,0,0,1,0,1
281231604,inf,0,0,0,0,0,0,0,0,0,1
282240598,inf,0,0,0,0,0,0,0,1,0,1
283249393,inf,0,0,0,0,0,0,0,0,0,1
284254020,inf,0,0,0,0,0,0,0,0,0,1
285262258,inf,0,0,0,0,0,0,0,0,0,1
286266090,inf,0,0,0,0,0,0,0,0,0,1
287276546,inf,0,0,0,0,0,0,0,1,0,1
288283884,inf,0,0,0,0,0,0,0,1,0,1
289292780,inf,0,0,0,0,0,0,0,1,0,1
290301651,inf,0,0,0,0,0,0,0,1,0,1
291305557,inf,0,0,0,0,0,0,0,1,0,1
292315254,inf,0,0,0,0,0,0,0,1,0,1
293323425,inf,0,0,0,0,0,0,0,0,0,1
294332267,inf,0,0,0,0,0,0,0,1,0,1
295341244,inf,0,0,0,0,0,0,0,0,0,1
296350256,inf,0,0,0,0,0,0,0,1,0,1
296535576,inf,0,0,0,0,1,1,0,1,0,1
297543752,inf,0,0,0,0,1,1,0,1,0,1
298552894,inf,0,0,0,0,1,1,0,1,0,1
299561529,inf,0,0,0,0,1,1,0,1,0,1
300571056,inf,0,0,0,0,1,1,0,1,0,1
301579321,inf,0,0,0,0,1,1,0,1,0,1
302583204,inf,0,0,0,0,1,1,0,1,0,1
303592654,inf,0,0,0,0,1,1,0,1,0,1
304600993,inf,0,0,0,0,1,1,1,0,0,1
304611557,inf,0,1,0,0,1,1,1,0,0,1
304971215,inf,0,1,1,0,1,1,1,0,0,1
305311011,inf,0,1,1,1,1,1,1,0,0,1
306319040,inf,0,1,1,1,1,1,1,0,0,1
307323215,inf,0,1,1,1,1,1,1,0,0,1
