timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
1686381481,inf,0,1,1,1,0
1687384032,inf,0,1,1,1,0
1688391379,inf,0,1,1,1,0
1689399132,inf,0,1,1,1,0
1690401779,inf,0,1,1,1,0
1690893032,inf,0,1,0,0,0
1691900752,inf,0,1,0,0,0
1692903463,inf,0,1,0,0,0
1693911172,inf,0,1,0,0,0
1694918961,inf,0,1,0,0,0
1695700719,inf,0,0,0,0,0
1696708267,inf,0,0,0,0,0
1697710865,inf,0,0,0,0,0
1698713453,inf,0,0,0,0,0
1699721025,inf,0,0,0,0,0
1700728807,inf,0,0,0,0,0
1701731426,inf,0,0,0,0,0
1702738977,inf,0,0,0,0,0
1703741532,inf,0,0,0,0,0
1704744180,inf,0,0,0,0,0
1705751943,inf,0,0,0,0,0
1706759438,inf,0,0,0,0,0
1707767101,inf,0,0,0,0,0
1708769715,inf,0,0,0,0,0
1709772281,inf,0,0,0,0,0
1710780042,inf,0,0,0,0,0
1711782459,inf,0,0,0,0,0
1712790207,inf,0,0,0,0,0
1713792932,inf,0,0,0,0,0
1714800306,inf,0,0,0,0,0
1715802827,inf,0,0,0,0,0
1716810593,inf,0,0,0,0,0
1717813329,inf,0,0,0,0,0
1718821352,inf,0,0,0,0,0
1719824264,inf,0,0,0,0,0
1720831239,inf,0,0,0,0,0
1721833559,inf,0,0,0,0,0
1722836164,inf,0,0,0,0,0
1723808801,inf,0,0,0,0,1
1724812212,inf,0,0,0,0,1
1725819042,inf,0,0,0,0,1
1726822376,inf,0,0,0,0,1
1727653766,inf,0,1,0,0,1
1727929463,inf,0,1,1,0,1
1728231120,inf,0,1,1,1,1
1729232803,inf,0,1,1,1,1
1730240320,inf,0,1,1,1,1
