timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
670702072,inf,0,1,1,1,0,0,1,0,0,1
671706130,inf,0,1,1,1,0,0,1,0,0,1
672714940,inf,0,1,1,1,0,0,1,0,0,1
673723902,inf,0,1,1,1,0,0,1,0,0,1
674732947,inf,0,1,1,1,0,0,1,0,0,1
675552589,inf,0,1,1,1,1,0,1,0,0,1
676556504,inf,0,1,1,1,1,0,1,0,0,1
676635769,inf,0,1,0,0,1,0,1,0,0,1
676645912,inf,0,0,0,0,1,0,1,0,0,1
677654759,inf,0,0,0,0,1,0,0,1,0,1
678663697,inf,0,0,0,0,1,0,0,1,0,1
679674368,inf,0,0,0,0,1,0,0,0,0,1
680677516,inf,0,0,0,0,1,0,0,1,0,1
681645748,inf,0,0,0,0,0,0,0,0,0,1
682654395,inf,0,0,0,0,0,0,0,0,0,1
683663928,inf,0,0,0,0,0,0,0,0,0,1
684674171,inf,0,0,0,0,0,0,0,0,0,1
685676094,inf,0,0,0,0,0,0,0,1,0,1
686676221,inf,0,0,0,0,0,0,1,1,0,1
686765046,inf,0,0,0,0,1,1,1,1,0,1
687774174,inf,0,0,0,0,1,1,0,1,0,1
688017321,inf,0,0,0,0,0,0,0,1,0,1
689017793,inf,0,0,0,0,0,0,1,0,0,1
690026737,inf,0,0,0,0,0,0,0,1,0,1
691035918,inf,0,0,0,0,0,0,0,1,0,1
691744868,inf,0,0,0,0,1,1,0,1,0,1
692754125,inf,0,0,0,0,1,1,0,1,0,1
693533439,inf,0,0,0,0,0,0,0,1,0,1
694537200,inf,0,0,0,0,0,0,0,0,0,1
695545570,inf,0,0,0,0,0,0,0,0,0,1
696554402,inf,0,0,0,0,0,0,0,1,0,1
697558354,inf,0,0,0,0,0,0,0,1,0,1
698567920,inf,0,0,0,0,0,0,0,1,1,1
699576128,inf,0,0,0,0,0,0,0,1,1,1
700578528,inf,0,0,0,0,0,0,0,1,0,1
701583966,inf,0,0,0,0,0,0,0,1,1,1
702593491,inf,0,0,0,0,0,0,0,1,1,1
703596736,inf,0,0,0,0,0,0,0,1,1,1
704609216,inf,0,0,0,0,0,0,0,1,1,1
704888849,inf,0,0,0,0,1,1,0,1,0,1
705279577,inf,0,0,0,0,0,1,0,1,1,1
706283830,inf,0,0,0,0,0,1,0,0,1,1
706507158,inf,0,0,0,0,1,1,0,0,0,1
707512996,inf,0,0,0,0,1,1,0,1,0,1
707802390,inf,0,0,0,0,0,1,0,1,1,1
708472730,inf,0,0,0,0,1,1,0,1,0,1
709476490,inf,0,0,0,0,1,1,0,1,0,1
710484757,inf,0,0,0,0,1,1,0,1,0,1
711493236,inf,0,0,0,0,1,1,0,1,0,1
712501950,inf,0,0,0,0,1,1,0,1,0,1
713505891,inf,0,0,0,0,1,1,0,1,0,1
714514894,inf,0,0,0,0,1,1,0,1,0,1
715523579,inf,0,0,0,0,1,1,0,1,0,1
715593796,inf,0,0,0,0,0,1,0,1,1,1
716602402,inf,0,0,0,0,0,1,0,1,1,1
716941986,inf,0,0,0,0,1,1,0,1,0,1
717095579,inf,0,0,0,0,0,0,0,1,0,1
718095751,inf,0,0,0,0,0,0,0,0,0,1
719104703,inf,0,0,0,0,0,0,0,0,0,1
719675514,inf,0,0,0,0,1,1,0,1,0,1
720474420,inf,0,1,0,0,1,1,1,0,0,1
720942558,inf,0,1,1,0,1,1,1,0,0,1
721287859,inf,0,1,1,1,1,1,1,0,0,1
721327853,inf,0,1,1,1,0,0,1,0,0,1
722335980,inf,0,1,1,1,0,0,1,0,0,1
723344991,inf,0,1,1,1,0,0,1,0,0,1
