timestamp,timestamp_sample,device_id,error_count,pressure,temperature
63434139,63434131,3997730,0,938.23,39.03
63454198,63454190,3997730,0,938.23,39.03
64438115,64438107,3997730,0,938.24,39.02
65442231,65442223,3997730,0,938.23,39.02
66446353,66446345,3997730,0,938.19,39.02
67450319,67450310,3997730,0,938.24,39.01
68454508,68454500,3997730,0,938.20996,39.01
69448849,69448841,3997730,0,938.23,39.01
70452799,70452791,3997730,0,938.19995,39.0
71446747,71446737,3997730,0,938.19995,39.0
72450647,72450639,3997730,0,938.25995,38.989998
73434865,73434856,3997730,0,938.26996,38.989998
74438926,74438918,3997730,0,938.19995,38.989998
