timestamp,timestamp_sample,device_id,error_count,pressure,temperature
718675629,718675616,3997714,0,470.22998,26.15
719682283,719682269,3997714,0,470.27,26.14
720679103,720679090,3997714,0,470.27,26.099998
721686208,721686195,3997714,0,470.27,26.06
722683093,722683080,3997714,0,470.28998,26.019999
723669984,723669971,3997714,0,470.37,25.97
724677052,724677039,3997714,0,470.22998,25.91
725684234,725684221,3997714,0,470.22,25.849998
726681016,726681000,3997714,0,470.22,25.8
727678023,727678009,3997714,0,470.16998,25.769999
728684963,728684949,3997714,0,470.19,25.74
729671773,729671760,3997714,0,470.16998,25.72
730678599,730678586,3997714,0,470.13998,25.689999
731685774,731685761,3997714,0,470.12,25.67
732682624,732682611,3997714,0,470.15,25.65
733679709,733679693,3997714,0,470.13998,25.64
734686549,734686536,3997714,0,470.12,25.63
735673248,735673232,3997714,0,470.09998,25.63
736680472,736680459,3997714,0,470.11,25.63
737677288,737677271,3997714,0,470.06998,25.64
738684510,738684497,3997714,0,470.09,25.65
739681309,739681295,3997714,0,470.09998,25.67
740668252,740668238,3997714,0,470.18,25.68
741675249,741675235,3997714,0,470.15,25.699999
742682378,742682365,3997714,0,470.19998,25.73
743679134,743679121,3997714,0,470.31,25.75
744686370,744686356,3997714,0,470.28,25.769999
745683270,745683256,3997714,0,470.28,25.769999
746670331,746670317,3997714,0,470.24,25.75
