timestamp,timestamp_sample,device_id,error_count,pressure,temperature
1635581868,1635581860,3997730,0,938.18,44.2
1635591904,1635591895,3997730,0,938.19,44.2
1636585841,1636585832,3997730,0,938.19995,44.19
1637569901,1637569893,3997730,0,938.18,44.19
1638573825,1638573817,3997730,0,938.20996,44.18
1639577748,1639577740,3997730,0,938.23,44.18
1640581902,1640581893,3997730,0,938.19,44.17
1641576172,1641576164,3997730,0,938.19,44.16
1642580349,1642580314,3997730,0,938.20996,44.16
1643584425,1643584417,3997730,0,938.19995,44.149998
1644578353,1644578345,3997730,0,938.22,44.129997
1645582282,1645582274,3997730,0,938.18,44.12
1646566436,1646566428,3997730,0,938.23,44.1
1647570552,1647570543,3997730,0,938.25,44.079998
1648574640,1648574632,3997730,0,938.14996,44.05
1649578608,1649578597,3997730,0,938.19,44.04
1650582667,1650582658,3997730,0,938.19995,44.02
1651577029,1651577020,3997730,0,938.22,44.0
1652581234,1652581226,3997730,0,938.19995,43.989998
1653575101,1653575092,3997730,0,938.25995,43.969997
1654579335,1654579327,3997730,0,938.20996,43.96
1655583112,1655583104,3997730,0,938.25,43.95
1656567142,1656567134,3997730,0,938.22,43.94
1657571088,1657571079,3997730,0,938.22,43.92
