timestamp,timestamp_sample,device_id,error_count,pressure,temperature
467108332,467108323,3997730,0,931.31,34.69
467128390,467128382,3997730,0,931.33997,34.69
468112494,468112484,3997730,0,931.32,34.68
469106510,469106503,3997730,0,931.25995,34.66
470110629,470110621,3997730,0,931.27997,34.64
471104611,471104603,3997730,0,931.3,34.63
472108653,472108645,3997730,0,931.32996,34.61
473112955,473112945,3997730,0,931.27997,34.59
474096742,474096734,3997730,0,931.29,34.579998
475100860,475100852,3997730,0,931.32,34.57
476104983,476104974,3997730,0,931.32,34.55
477109074,477109065,3997730,0,931.3,34.54
478113248,478113240,3997730,0,931.31,34.53
