timestamp,timestamp_sample,device_id,error_count,pressure,temperature
168343484,168343467,3997714,0,470.19,31.949999
169350593,169350580,3997714,0,470.16998,31.96
170347354,170347341,3997714,0,470.19,31.949999
171354252,171354194,3997714,0,470.22,31.91
172351214,172351201,3997714,0,470.21,31.83
173337965,173337952,3997714,0,470.33,31.74
174344870,174344856,3997714,0,470.15,31.619999
175351697,175351680,3997714,0,470.15,31.48
176348849,176348831,3997714,0,470.08,31.369999
177345750,177345734,3997714,0,470.09998,31.289999
178353098,178353084,3997714,0,470.05,31.24
179339762,179339749,3997714,0,470.11,31.199999
180346649,180346636,3997714,0,470.06998,31.17
181353813,181353800,3997714,0,470.03998,31.14
182350551,182350538,3997714,0,470.05,31.109999
183347546,183347489,3997714,0,470.00998,31.05
184354619,184354606,3997714,0,470.05,30.949999
185341511,185341495,3997714,0,470.06998,30.789999
186348740,186348726,3997714,0,470.11,30.58
187345552,187345539,3997714,0,470.12,30.349998
188352589,188352573,3997714,0,470.12,30.119999
189349696,189349680,3997714,0,470.11,29.88
190336486,190336473,3997714,0,470.08,29.689999
191343336,191343323,3997714,0,470.09,29.539999
192350455,192350441,3997714,0,470.08,29.429998
193347511,193347495,3997714,0,470.09,29.34
194344569,194344556,3997714,0,470.08,29.279999
195351268,195351255,3997714,0,470.06,29.23
196338200,196338184,3997714,0,470.03,29.199999
197345341,197345327,3997714,0,470.03,29.179998
198352211,198352198,3997714,0,470.02,29.17
199349245,199349231,3997714,0,470.03998,29.17
200346159,200346146,3997714,0,469.97,29.16
201353029,201353016,3997714,0,469.97,29.15
202340056,202340043,3997714,0,470.00998,29.16
203346893,203346879,3997714,0,470.03998,29.16
204353768,204353755,3997714,0,470.0,29.16
205350730,205350717,3997714,0,470.03,29.17
206347549,206347535,3997714,0,470.05,29.179998
207354350,207354337,3997714,0,470.03998,29.189999
208341455,208341442,3997714,0,470.02,29.199999
209348315,209348298,3997714,0,470.03998,29.22
210345410,210345394,3997714,0,470.06,29.22
211352207,211352194,3997714,0,470.02,29.22
212349063,212349050,3997714,0,470.03998,29.22
213336130,213336116,3997714,0,470.06998,29.21
214343055,214343041,3997714,0,470.06998,29.21
215350231,215350217,3997714,0,470.03,29.199999
216347170,216347157,3997714,0,470.0,29.189999
217354380,217354363,3997714,0,470.0,29.189999
218351263,218351250,3997714,0,470.05,29.17
219338112,219338055,3997714,0,470.11,29.15
220345266,220345250,3997714,0,470.08,29.13
221352037,221352023,3997714,0,470.11,29.109999
222349106,222349092,3997714,0,470.09998,29.09
223346018,223346005,3997714,0,470.08,29.07
224353310,224353296,3997714,0,470.08,29.05
225340031,225340017,3997714,0,470.09,29.029999
226346760,226346746,3997714,0,470.06,29.01
227353921,227353907,3997714,0,470.09,29.0
228350804,228350787,3997714,0,470.02,28.98
229347982,229347755,3997714,0,470.06,28.97
230355136,230355122,3997714,0,470.06,28.96
231341848,231341832,3997714,0,470.08,28.939999
232348979,232348966,3997714,0,470.05,28.91
233345748,233345735,3997714,0,470.09998,28.859999
234342994,234342981,3997714,0,470.05,28.779999
235349808,235349792,3997714,0,470.06998,28.71
236336589,236336576,3997714,0,470.12,28.64
237343739,237343725,3997714,0,470.06998,28.56
238350644,238350631,3997714,0,470.12,28.47
239347706,239347693,3997714,0,470.12,28.38
240344575,240344562,3997714,0,470.09998,28.289999
241351625,241351612,3997714,0,470.12,28.22
242338508,242338495,3997714,0,470.09998,28.13
243345640,243345626,3997714,0,470.09998,28.06
244352463,244352449,3997714,0,470.13998,28.019999
245349093,245349077,3997714,0,470.16998,27.99
246345856,246345837,3997714,0,470.22,27.97
247352929,247352916,3997714,0,470.24,27.96
248339670,248339657,3997714,0,470.22998,27.949999
249346837,249346824,3997714,0,470.25,27.949999
250343721,250343704,3997714,0,470.25,27.949999
