timestamp,timestamp_sample,device_id,error_count,pressure,temperature
94851608,94851595,3997730,0,937.08997,33.18
94871674,94871663,3997730,0,937.1,33.18
95855808,95855799,3997730,0,937.1,33.19
96859939,96859903,3997730,0,937.07996,33.2
97853888,97853880,3997730,0,937.08997,33.21
98858120,98858112,3997730,0,937.08997,33.21
99862177,99862168,3997730,0,937.07,33.23
100856242,100856234,3997730,0,937.04,33.23
101860645,101860637,3997730,0,937.07996,33.239998
102844618,102844610,3997730,0,937.08997,33.25
103848708,103848673,3997730,0,937.07996,33.26
104852868,104852860,3997730,0,937.07,33.26
105857000,105856992,3997730,0,937.02997,33.27
