timestamp,timestamp_sample,device_id,error_count,pressure,temperature
96037088,96037079,3997730,0,937.32996,33.02
96057149,96057141,3997730,0,937.32996,33.02
97041409,97041400,3997730,0,937.31,33.02
98045331,98045323,3997730,0,937.31,33.01
99049283,99049275,3997730,0,937.25995,33.01
100043394,100043383,3997730,0,937.27997,33.01
101047455,101047447,3997730,0,937.27997,33.01
102041336,102041328,3997730,0,937.27997,33.01
103045508,103045500,3997730,0,937.32,33.01
104049494,104049486,3997730,0,937.35,33.01
105033312,105033304,3997730,0,937.32,33.0
106037719,106037709,3997730,0,937.32,33.0
