timestamp,timestamp_sample,device_id,error_count,pressure,temperature
256540500,256540486,3997714,0,470.21,28.019999
257517888,257517875,3997714,0,470.24,28.039999
258524853,258524837,3997714,0,470.22998,28.06
259521643,259521629,3997714,0,470.22998,28.06
260508671,260508658,3997714,0,470.22998,28.07
261515508,261515495,3997714,0,470.22998,28.06
262522571,262522558,3997714,0,470.18,28.039999
263519337,263519324,3997714,0,470.11,28.01
264516607,264516594,3997714,0,470.09998,27.99
265523457,265523444,3997714,0,470.13998,27.98
266510215,266510155,3997714,0,470.16998,27.98
267517243,267517229,3997714,0,470.16998,27.96
268523990,268523974,3997714,0,470.11,27.96
269520748,269520735,3997714,0,470.09,27.949999
270517902,270517889,3997714,0,470.18,27.949999
271524942,271524929,3997714,0,470.16,27.939999
272511918,272511905,3997714,0,470.16,27.939999
273518795,273518782,3997714,0,470.15,27.939999
274516109,274516096,3997714,0,470.05,27.949999
275523054,275523040,3997714,0,470.00998,27.96
276519968,276519952,3997714,0,470.03,27.96
277506906,277506892,3997714,0,470.05,27.97
278513930,278513914,3997714,0,470.11,27.98
279520856,279520843,3997714,0,470.09,27.99
280517697,280517684,3997714,0,470.00998,28.0
281514717,281514704,3997714,0,470.03998,28.0
282521623,282521609,3997714,0,470.09,27.96
283508542,283508529,3997714,0,470.11,27.9
284515462,284515449,3997714,0,470.09998,27.84
285522486,285522472,3997714,0,470.12997,27.789999
286519320,286519304,3997714,0,470.11,27.75
287516556,287516543,3997714,0,470.11,27.72
288523282,288523268,3997714,0,470.08,27.67
289510052,289510038,3997714,0,470.03998,27.63
290517153,290517140,3997714,0,469.94,27.599998
291523912,291523898,3997714,0,469.9,27.59
292521116,292521096,3997714,0,469.91998,27.58
293517911,293517895,3997714,0,469.94998,27.58
294504755,294504742,3997714,0,469.94998,27.57
295511790,295511777,3997714,0,469.9,27.56
296518654,296518641,3997714,0,469.91,27.539999
297515600,297515586,3997714,0,469.99,27.529999
298522508,298522495,3997714,0,470.00998,27.519999
299519287,299519274,3997714,0,470.06998,27.529999
300506507,300506494,3997714,0,470.06,27.529999
301513352,301513338,3997714,0,470.06998,27.519999
302520516,302520500,3997714,0,470.13998,27.51
303517717,303517492,3997714,0,470.16998,27.48
304514468,304514454,3997714,0,470.31998,27.449999
305521463,305521449,3997714,0,470.28,27.41
306508396,306508382,3997714,0,470.22,27.359999
307515472,307515458,3997714,0,470.22998,27.32
