timestamp,timestamp_sample,device_id,error_count,pressure,temperature
671982756,671982740,3997714,0,470.41998,27.71
672989615,672989602,3997714,0,470.41,27.689999
673996736,673996720,3997714,0,470.43,27.67
674993512,674993499,3997714,0,470.44998,27.65
675990209,675990196,3997714,0,470.44998,27.64
676977298,676977285,3997714,0,470.49,27.619999
677984092,677984079,3997714,0,470.41,27.59
678990872,678990859,3997714,0,470.34,27.56
679987822,679987809,3997714,0,470.37997,27.51
680994898,680994884,3997714,0,470.31998,27.449999
681991945,681991929,3997714,0,470.3,27.369999
682978718,682978705,3997714,0,470.3,27.289999
683985748,683985735,3997714,0,470.3,27.23
684992830,684992817,3997714,0,470.28,27.18
685989806,685989793,3997714,0,470.22998,27.14
686986980,686986966,3997714,0,470.09,27.099998
687993796,687993782,3997714,0,470.12,27.08
688980807,688980793,3997714,0,470.08,27.06
689987602,689987588,3997714,0,470.09998,27.05
690994728,690994711,3997714,0,470.13998,27.05
691991575,691991562,3997714,0,470.15,27.05
692988322,692988309,3997714,0,470.22998,27.05
693995501,693995488,3997714,0,470.22,27.06
694982226,694982212,3997714,0,470.25998,27.08
695989323,695989310,3997714,0,470.22,27.09
696986201,696986188,3997714,0,470.05,27.109999
697993482,697993468,3997714,0,469.96,27.119999
698990455,698990442,3997714,0,469.87,27.13
699997762,699997748,3997714,0,469.94,27.109999
700984673,700984659,3997714,0,470.06,27.019999
701991752,701991734,3997714,0,469.9,26.91
702988461,702988448,3997714,0,469.87,26.82
703995630,703995616,3997714,0,469.94,26.75
704992366,704992352,3997714,0,470.00998,26.689999
705979225,705979212,3997714,0,469.96,26.63
706986522,706986508,3997714,0,470.08,26.59
707993717,707993703,3997714,0,470.06998,26.56
708990655,708990642,3997714,0,470.16,26.539999
709987465,709987452,3997714,0,470.16998,26.51
710994602,710994588,3997714,0,470.18,26.49
711981322,711981309,3997714,0,470.19998,26.48
712988455,712988442,3997714,0,470.24,26.47
713995319,713995305,3997714,0,470.25,26.46
714992611,714992597,3997714,0,470.31998,26.46
715989491,715989477,3997714,0,470.37,26.449999
716996663,716996650,3997714,0,470.43,26.439999
717983549,717983536,3997714,0,470.41,26.43
718990665,718990652,3997714,0,470.41,26.43
719997555,719997530,3997714,0,470.43,26.42
720994753,720994737,3997714,0,470.43,26.43
721991498,721991485,3997714,0,470.43,26.43
722978506,722978493,3997714,0,470.43,26.43
723986936,723986922,3997714,0,470.44998,26.43
