timestamp,timestamp_sample,device_id,error_count,pressure,temperature
789150035,789150022,3997714,0,470.25,27.46
790137065,790137052,3997714,0,470.28998,27.51
791144109,791144095,3997714,0,470.18,27.529999
792151096,792151083,3997714,0,470.16,27.519999
793148112,793148095,3997714,0,470.09998,27.51
794145127,794145113,3997714,0,470.15,27.51
795152109,795152096,3997714,0,470.06998,27.519999
796139203,796139189,3997714,0,470.08,27.529999
797146168,797146154,3997714,0,470.09998,27.519999
798142917,798142903,3997714,0,470.11,27.49
799150022,799150009,3997714,0,470.06,27.439999
800146958,800146944,3997714,0,470.06998,27.42
801133859,801133845,3997714,0,470.03,27.4
802140809,802140796,3997714,0,469.97998,27.39
803147915,803147901,3997714,0,469.97,27.369999
804144681,804144668,3997714,0,469.87,27.359999
805151693,805151680,3997714,0,469.86,27.359999
806148733,806148720,3997714,0,469.8,27.369999
807135563,807135549,3997714,0,469.81,27.39
808142691,808142678,3997714,0,469.88998,27.41
809149460,809149447,3997714,0,469.91,27.4
810146743,810146729,3997714,0,469.96,27.41
811143606,811143593,3997714,0,469.99,27.42
812150730,812150717,3997714,0,470.03998,27.43
813137458,813137445,3997714,0,470.03998,27.449999
814144213,814144200,3997714,0,470.15,27.46
815151402,815151389,3997714,0,470.19998,27.47
816148204,816148191,3997714,0,470.34998,27.48
817145301,817145287,3997714,0,470.24,27.48
818132060,818132047,3997714,0,470.3,27.48
819139327,819139089,3997714,0,470.22998,27.47
