timestamp,timestamp_sample,device_id,error_count,pressure,temperature
587512641,587512628,3997714,0,470.4,28.349998
588520134,588520120,3997714,0,470.44,28.38
589527323,589527310,3997714,0,470.47,28.41
590524334,590524318,3997714,0,470.5,28.42
591521479,591521465,3997714,0,470.46,28.39
592528273,592528260,3997714,0,470.47998,28.359999
593515160,593515147,3997714,0,470.47998,28.3
594522374,594522360,3997714,0,470.46,28.23
595529122,595529109,3997714,0,470.52,28.15
596526203,596526189,3997714,0,470.47,28.06
597523265,597523251,3997714,0,470.44,27.96
