timestamp,timestamp_sample,device_id,error_count,pressure,temperature
82280882,82280874,3997730,0,937.33997,33.02
82290917,82290909,3997730,0,937.31,33.02
83285149,83285140,3997730,0,937.35,33.02
84289263,84289255,3997730,0,937.32,33.01
85273220,85273212,3997730,0,937.33997,33.02
86277124,86277115,3997730,0,937.3,33.02
87281027,87281018,3997730,0,937.24,33.02
88285235,88285226,3997730,0,937.3,33.02
89289561,89289554,3997730,0,937.29,33.02
90283566,90283558,3997730,0,937.27997,33.02
91287704,91287696,3997730,0,937.27997,33.02
92281798,92281790,3997730,0,937.3,33.02
93285730,93285722,3997730,0,937.33997,33.02
