timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
28667967,28666596,0.0071961423,-0.0055739833,0.006065004,-0.2411018,0.19132482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16357422,0.0,0.0,nan,0.0,0.0,0.0074090958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29157510,29156123,0.014316901,-0.017655155,-0.0029361844,-0.26335204,0.2081021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08105469,0.0,0.0,nan,0.0,0.0,0.023431778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29657347,29655639,0.024045046,-0.023216512,0.0036543002,-0.25098687,0.21422465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22509766,0.0,0.0,nan,0.0,0.0,-0.027757645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30156550,30155157,0.033407673,-0.047874056,0.0074543315,-0.21959847,0.1751988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.014088869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30655893,30654675,0.06341836,-0.027614871,-0.018320287,-0.14461172,0.11167097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26611328,0.0,0.0,nan,0.0,0.0,0.007851601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31155524,31154193,0.016519226,-0.021481803,-0.0007127784,-0.1311517,0.08884987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3100586,0.0,0.0,nan,0.0,0.0,0.0013837814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31655568,31653710,0.05640942,-0.044777956,-0.011514239,-0.1266517,0.07022908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41015625,0.0,0.0,nan,0.0,0.0,0.004447937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32154994,32153228,-0.0073022004,-0.007002461,-0.056341425,-0.1419496,0.07082477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0483398,0.0,0.0,nan,0.0,0.0,0.009327173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32654056,32652746,-0.031004991,0.016434824,-0.076835,-0.1633817,0.07658765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7407227,0.0,0.0,nan,0.0,0.0,-1.0728836e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33153633,33152263,0.0064648334,-0.005684885,-0.12007479,-0.17232406,0.0601027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047851562,0.0,0.0,nan,0.0,0.0,0.01642251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33663005,33661771,0.017592212,0.00014908332,-0.12861869,-0.18165565,0.072811455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5703125,0.0,0.0,nan,0.0,0.0,0.01086688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34163729,34161288,0.0027761273,0.005512066,-0.08251842,-0.27073795,0.11127582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.018975973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34657000,34655812,0.013065578,-0.025559481,-0.07029794,-0.27931142,0.116001636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.013231754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35156523,35155330,0.02762844,0.0026312945,-0.05302147,-0.24269927,0.10874653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.004639864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35656192,35654853,0.004575271,0.0058722394,-0.045827284,-0.22145778,0.08328837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.014458656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36156198,36154387,0.006349379,-0.024489956,-0.08390082,-0.21272606,0.066491485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25048828,0.0,0.0,nan,0.0,0.0,0.028426886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36655593,36653889,0.0049275085,0.012375505,-0.09199302,-0.1917696,0.04413277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43017578,0.0,0.0,nan,0.0,0.0,-0.009929657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
