timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
557613106,557611198,-0.028912924,-0.017426744,0.0010943618,-0.018933535,-0.14259028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08300781,0.0,0.0,nan,0.0,0.0,0.000395298,6.072223e-06,-0.0075830966,0.0005399361,0.0,0.0,0.0,0.0,0.0
558112559,558110685,0.01375722,0.040948085,0.0053555835,0.0044026375,-0.114041805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,-0.0019125938,6.072223e-06,-0.0075830966,0.0005399361,0.0,0.0,0.0,0.0,0.0
558611615,558610174,0.02348307,0.048170157,0.014370903,0.027190924,-0.14924645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,-0.019481182,6.072223e-06,-0.0075830966,0.0005399361,0.0,0.0,0.0,0.0,0.0
559120978,559119665,-0.027370986,0.07554674,0.02723572,0.06465316,-0.15072584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,-0.018698692,6.072223e-06,-0.0075830966,0.0005399361,0.0,0.0,0.0,0.0,0.0
559620903,559619144,-0.015123341,0.0632209,-0.0035541086,0.08751702,-0.12701035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,-0.003993511,6.072223e-06,-0.0075830966,0.0005399361,0.0,0.0,0.0,0.0,0.0
560119843,560118633,-0.03572353,0.035362296,-0.009735586,0.11221528,-0.08977723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,-0.007902145,6.072223e-06,-0.0075830966,0.0005399361,0.0,0.0,0.0,0.0,0.0
560614804,560613130,-0.012410343,0.044352055,0.011282768,0.10395455,-0.06340933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.014518261,6.072223e-06,-0.0075830966,0.0005399361,0.0,0.0,0.0,0.0,0.0
561114366,561112615,-0.053629853,0.017607708,-0.048715267,0.16048098,-0.06062889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,-0.026374817,6.072223e-06,-0.0075830966,0.0005399361,0.0,0.0,0.0,0.0,0.0
561614118,561612104,-0.09265375,-0.010874955,-0.03212706,0.1389091,-0.051366568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.0004107952,6.072223e-06,-0.0075830966,0.0005399361,0.0,0.0,0.0,0.0,0.0
562113005,562111591,-0.055808157,0.0586964,-0.029582638,0.11139345,-0.024382353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.017339706,6.072223e-06,-0.0075830966,0.0005399361,0.0,0.0,0.0,0.0,0.0
562612439,562611078,-0.057315625,0.0070213587,-0.047991328,0.09146261,-0.038040638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,-0.008565187,6.072223e-06,-0.0075830966,0.0005399361,0.0,0.0,0.0,0.0,0.0
563112312,563110565,-0.025117991,-0.034691554,-0.08727771,0.06791854,-0.012463808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,-0.010772228,6.072223e-06,-0.0075830966,0.0005399361,0.0,0.0,0.0,0.0,0.0
