timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
1686546733,1686546616,4259850,4325386,9.406045e-06,-8.559865e-06,1.0132837e-06,-7.574386e-05,0.00027163065,-0.047519088,5006,5012,0
1686551782,1686551625,4259850,4325386,2.14504e-05,1.3079335e-05,1.0771479e-06,-0.00016772178,0.00031621355,-0.047201484,5009,5000,0
1687047558,1687047391,4259850,4325386,-1.0498359e-05,-1.2746739e-05,3.062813e-05,-7.678928e-05,0.00024449461,-0.04739364,5006,5008,0
1687548276,1687548168,4259850,4325386,-1.186204e-05,3.7366714e-05,3.833338e-06,-0.0002266711,0.00019223789,-0.0469724,5007,4960,0
1688049074,1688048948,4259850,4325386,-1.0661273e-05,-9.0948215e-06,1.1220192e-05,-0.0001627892,0.0002449435,-0.046961326,5008,4959,0
1688549872,1688549725,4259850,4325386,3.0443036e-05,-3.472476e-05,-6.937866e-06,-0.00011847109,5.8228332e-05,-0.046623737,5005,4959,0
1689045603,1689045495,4259850,4325386,-2.1605534e-05,8.2058095e-06,1.0051856e-05,-9.288874e-05,8.1497754e-05,-0.0468921,4988,4958,0
1689546522,1689546400,4259850,4325386,2.8391525e-05,1.5202791e-05,1.5167309e-05,9.669244e-05,9.927763e-05,-0.047550052,5023,5024,0
1690047159,1690047050,4259850,4325386,4.0814197e-05,3.2399419e-06,1.0420777e-05,-0.00019879304,0.00017039537,-0.04668513,4982,4956,0
1690547940,1690547830,4259850,4325386,-3.7785317e-06,-4.9210985e-06,2.4637937e-05,-0.00020107934,0.00015698562,-0.046967924,5010,4955,0
1691048715,1691048606,4259850,4325386,-4.6640136e-05,4.667555e-06,3.3134124e-06,-8.0955375e-05,0.00077443477,-0.04670854,5003,4958,0
1691549804,1691549383,4259850,4325386,-1.4482338e-05,7.034379e-05,-7.67853e-05,0.0025211633,0.0014158502,-0.04644435,5007,4959,0
1692045542,1692045369,4259850,4325386,6.924889e-06,-0.00016661336,0.00029372977,-0.007502315,-0.009286006,-0.04599103,4997,4958,0
1692546046,1692545929,4259850,4325386,0.0003941474,-4.5883666e-05,-0.00016163978,-0.010748789,-0.0007325863,-0.047697872,5008,5009,0
1693046842,1693046727,4259850,4325386,0.0002854303,5.5675057e-05,-0.00036408374,0.0128344735,0.018493425,-0.05153067,5015,4959,0
1693547597,1693547482,4259850,4325386,6.2464904e-05,0.00044082286,-0.00030465212,0.012175956,0.0058121956,-0.049412176,5007,4957,0
1694048384,1694048261,4259850,4325386,-0.0005525613,0.000560196,-6.611175e-05,0.014779246,0.00059296883,-0.03223524,5010,4959,0
1694544172,1694544029,4259850,4325386,0.00044181288,-8.3727806e-05,0.00096818403,-0.015995054,-0.021232001,-0.048225548,4999,4954,0
1695044920,1695044812,4259850,4325386,0.00038767466,0.00043309308,7.9895566e-05,0.008111228,-0.003836234,-0.06378613,5011,4904,0
1695545935,1695545820,4259850,4325386,0.00054445164,-0.00065320387,0.00040245676,-0.0026238968,-0.0005548209,-0.09553281,5020,5015,0
1696046469,1696046357,4259850,4325386,0.0007959139,-2.0913478e-05,0.00057379017,-0.012234636,-0.026930291,-0.050101757,5004,4986,0
1696547309,1696547133,4259850,4325386,0.00067612936,-0.00088619825,-7.203002e-05,-0.02185101,0.032959875,-0.10641231,5007,4958,0
