timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
36149416,36149305,4259850,4325386,2.2674467e-05,-1.7524655e-05,2.7905824e-05,-0.0027649915,-0.0030799052,-0.038120557,5005,3976,0
36154608,36154313,4259850,4325386,-7.0170245e-06,-6.9412986e-06,-1.3861088e-05,-0.0042155446,-0.0046424787,-0.0570987,5008,5968,0
36650273,36650067,4259850,4325386,4.5658902e-07,2.3269238e-05,-1.24682065e-05,-0.003548782,-0.003962425,-0.047484573,4998,4971,0
37150683,37150573,4259850,4325386,-3.614585e-06,2.636791e-06,1.4450591e-05,-0.0034908757,-0.003909083,-0.04765416,5005,4973,0
37651318,37651208,4259850,4325386,1.9268182e-05,5.8800215e-06,1.51344175e-05,-0.0033243857,-0.0038524289,-0.047624975,5005,4971,0
38151996,38151844,4259850,4325386,1.533835e-05,2.3384615e-07,6.432222e-06,-0.0035667205,-0.0038280252,-0.04768889,5007,4984,0
38652636,38652479,4259850,4325386,3.0088959e-05,2.846128e-05,4.6238878e-05,-0.0034469422,-0.0039548497,-0.047636267,5005,4981,0
39148406,39148295,4259850,4325386,-9.247527e-06,5.2367238e-08,-5.728155e-06,-0.003460556,-0.0038036956,-0.047440063,5003,4970,0
39648921,39648742,4259850,4325386,-2.4185403e-05,1.744223e-05,3.1628813e-05,-0.0035642812,-0.0038210463,-0.047506433,5000,4969,0
40149597,40149381,4259850,4325386,-1.9916326e-05,2.6704413e-06,4.2989877e-06,-0.004087151,-0.004573782,-0.05701937,5009,5966,0
40650137,40650023,4259850,4325386,5.8584474e-06,-1.1492823e-05,-5.2238033e-06,-0.003275291,-0.0038150551,-0.047543705,5001,4968,0
41150772,41150651,4259850,4325386,-2.3076487e-05,2.950911e-06,-4.788136e-06,-0.0035380248,-0.0038843355,-0.047597922,5009,4970,0
41651414,41651282,4259850,4325386,-1.435787e-05,-3.30152e-05,-1.0501901e-05,-0.003655258,-0.0038477853,-0.04746662,5006,4973,0
42152031,42151917,4259850,4325386,-1.6185475e-05,-2.170555e-05,-5.45197e-07,-0.0035754074,-0.003818449,-0.04757005,5006,4972,0
42652737,42652620,4259850,4325386,1.9298828e-05,4.5530655e-06,-1.5695363e-06,-0.0033725374,-0.0038484747,-0.047663864,5030,4972,0
43148298,43148188,4259850,4325386,1.5790522e-05,-1.9039768e-05,7.2369526e-06,-0.003448839,-0.0038969328,-0.047469303,5014,4971,0
43648938,43648818,4259850,4325386,-1.898949e-05,-6.2177384e-07,-7.2005228e-06,-0.0034914732,-0.0038588205,-0.047561027,5009,4969,0
44149592,44149451,4259850,4325386,1.3956985e-05,-3.5729186e-05,-7.187349e-06,-0.00351064,-0.003899152,-0.047614526,5007,4972,0
44650208,44650086,4259850,4325386,3.7028974e-05,-1.905129e-05,5.3297998e-05,-0.0034119561,-0.0039035026,-0.0475623,5006,4970,0
