timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
31601672,31601515,4259850,4325386,2.151318e-06,1.0468046e-05,-1.8727069e-06,-6.977242e-05,-0.00040472733,-0.047968,4997,4968,0
31606667,31606521,4259850,4325386,-1.5628705e-06,-1.3021484e-05,-1.5098047e-06,-0.00016838868,-0.00036558666,-0.047854688,5006,4966,0
32102134,32102019,4259850,4325386,5.081071e-06,9.0092335e-06,-2.7035472e-05,-0.00012127955,-0.00035234494,-0.047982827,5010,4977,0
32602816,32602699,4259850,4325386,2.0710031e-05,2.7899525e-06,-1.7424582e-05,-0.0002371009,-0.00036515595,-0.047779117,5005,4975,0
33103524,33103382,4259850,4325386,1.39767335e-05,-1.6516055e-05,1.1170434e-05,-1.9308096e-05,-0.00045052107,-0.047783468,5008,4969,0
33604186,33604065,4259850,4325386,1.6973001e-05,2.4134736e-06,3.2322954e-05,-0.00028064722,-0.00046596007,-0.047903445,5008,4969,0
34099922,34099812,4259850,4325386,-2.2349574e-05,-1.1182893e-05,2.7520446e-07,-0.00010897167,-0.00030590093,-0.047830675,5001,4966,0
34600536,34600423,4259850,4325386,-8.993595e-06,1.1890563e-05,-8.518129e-06,-0.00025152334,-0.00028674857,-0.047932763,5003,4972,0
35101268,35101158,4259850,4325386,-5.768232e-06,-1.7828594e-05,6.817271e-06,-0.00033942555,-0.00052382785,-0.047755193,5058,4949,0
35601944,35601790,4259850,4325386,2.1672748e-05,-3.1577052e-05,-2.5239204e-05,-0.00026247284,-0.0003005931,-0.047961272,5005,4964,0
36102583,36102471,4259850,4325386,4.02265e-05,-9.38407e-06,-1.6895101e-05,-0.00030004766,-0.00041572412,-0.048241828,5005,5008,0
36603305,36603167,4259850,4325386,-4.1943267e-06,-1.9233834e-05,-7.5106873e-06,-0.00025626723,-0.0003373806,-0.04818156,5006,5013,0
