timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
79031764,79031639,4259850,4325386,-2.399122e-05,-2.7057755e-05,-5.109939e-06,-0.0017536194,-0.00022692328,-0.046746027,5007,4964,0
79036759,79036645,4259850,4325386,9.47975e-06,-3.0514032e-06,-1.053639e-05,-0.0018292808,-0.0002912425,-0.046741396,5006,4963,0
79532484,79532364,4259850,4325386,1.9972867e-05,-1.647471e-05,-1.2580174e-05,-0.0015951849,-0.00046070383,-0.046898555,5008,4961,0
80038215,80038098,4259850,4325386,1.6278211e-06,1.6149641e-05,2.2364842e-05,-0.0015339222,-0.0005683837,-0.046727084,5000,4964,0
80533923,80533814,4259850,4325386,-1.5342435e-05,-7.958894e-06,-7.3784845e-06,-0.0018799991,-0.0004870897,-0.047334652,5007,5017,0
81029792,81029677,4259850,4325386,1.0570248e-05,1.0773592e-05,3.4956785e-05,-0.0019398769,-4.358312e-05,-0.046308532,5008,4959,0
81535637,81535268,4259850,4325386,2.2934275e-05,2.4723104e-05,4.8537448e-05,-0.0022813128,-0.00026846258,-0.05688943,5011,5959,0
82031216,82030984,4259850,4325386,0.00035024705,0.00014874655,4.7325306e-05,-0.0012264041,-0.002134536,-0.05860419,5006,5957,0
82531820,82531708,4259850,4325386,4.7572576e-05,1.7674596e-05,-8.300168e-05,-0.0065282485,-0.00085449504,-0.05090219,5008,4966,0
83032546,83032436,4259850,4325386,-0.00029375395,-0.00021725254,0.0001171024,0.00036134853,0.0013283032,-0.027221737,5009,5016,0
83533531,83533368,4259850,4325386,0.00019209115,-0.00020235381,0.00020230493,-0.0012152765,-0.003576757,-0.0532458,5012,5011,0
84033999,84033883,4259850,4325386,-3.0122692e-05,-0.000148007,0.00016428245,-0.00090125337,-0.0013698771,-0.05715953,5007,4962,0
84534724,84534608,4259850,4325386,0.00015600126,-2.662482e-05,-3.8454433e-05,-0.0021037352,-0.0018560148,-0.046338625,4986,4963,0
85030450,85030331,4259850,4325386,-0.00041353863,-0.00018335872,8.871565e-05,-0.004864006,0.0015103868,-0.0534667,5012,5008,0
85531239,85531053,4259850,4325386,-0.00017526928,-0.0005109292,0.000100691184,-0.0031718623,-0.006840049,-0.038810045,5008,4961,0
86032149,86032033,4259850,4325386,-0.0001069132,0.0003375496,0.0001911086,0.0039372467,-0.010966167,-0.037029054,5012,4965,0
86532614,86532501,4259850,4325386,-7.269125e-05,0.0001261478,3.360753e-05,-0.0017382315,-0.012373516,-0.027335662,5003,3959,0
87033505,87033269,4259850,4325386,-0.00047573043,-0.00053177314,-0.0002952587,-0.0072230813,-0.0006151744,-0.041541673,5028,4965,0
87534057,87533950,4259850,4325386,0.00066559296,-1.2473179e-05,-0.00033830875,-0.004235141,0.002940659,-0.044691622,5007,4964,0
88034803,88034675,4259850,4325386,-0.0004963714,-0.00057284255,-0.0008313417,0.00014587253,-0.007417722,-0.02246324,5007,4963,0
88535523,88535398,4259850,4325386,0.00020853819,0.0011872593,0.0011741561,0.0054816077,-0.0064810454,-0.023120303,5005,4964,0
89031229,89031117,4259850,4325386,0.0008271514,0.00031073578,-0.00073280593,0.0027034343,-0.0023419636,-0.054370873,4963,4958,0
89532035,89531917,4259850,4325386,-5.4130025e-05,-0.00026279993,0.0005737538,0.013310387,-0.0035579947,-0.089115635,5017,4963,0
90032733,90032565,4259850,4325386,-0.000485725,0.0005393779,-7.643761e-05,-0.008061547,-0.0076725646,-0.08083391,5007,4993,0
90533473,90533294,4259850,4325386,-6.0097045e-05,-0.00044891264,2.5289812e-05,0.014059834,0.04369204,-0.041596044,5011,5959,0
91034155,91034014,4259850,4325386,-0.00018025636,0.0010011779,-0.00024891883,-0.0040855743,-0.005002372,-0.04744847,5000,4953,0
91534852,91534739,4259850,4325386,0.0013928623,0.00035653205,0.00037330063,-0.001723375,-0.0064869286,-0.11198547,4997,4962,0
92035840,92035597,4259850,4325386,0.00057609903,8.798e-05,7.7735116e-05,-0.022281608,-0.038053747,-0.019234827,5007,4962,0
92531294,92531181,4259850,4325386,0.0010394828,0.0008523153,0.00031240695,-0.006073445,0.017992182,-0.06586043,5009,5010,0
93032013,93031903,4259850,4325386,0.0005738155,-0.0019318453,-0.0008145279,-0.02954039,-0.04145637,-0.09310313,5007,5008,0
93532742,93532627,4259850,4325386,-0.00014977627,7.940477e-05,-0.00061269273,-0.005850192,0.0002850164,-0.044929177,5005,4964,0
94033489,94033351,4259850,4325386,-0.0023079396,-0.0006896481,0.00046516547,-0.022807615,0.0064301896,-0.020436555,5007,5012,0
94534412,94534253,4259850,4325386,0.0018031475,-0.0011496654,-0.0019626908,0.012390037,-0.015610556,-0.060303193,5010,5013,0
95034969,95034799,4259850,4325386,0.0016281849,-0.0007860247,-0.0016803251,-0.03198417,-0.024861325,-0.04046315,5007,4962,0
95535645,95535532,4259850,4325386,-0.002128353,-0.0018218673,-0.00054539973,-0.0108526535,0.019808367,-0.01496958,4998,4685,0
96031356,96031242,4259850,4325386,0.0004971455,0.00035012135,0.00085601304,0.012597444,0.026013551,-0.06964701,5010,4967,0
96532439,96531964,4259850,4325386,-0.0035554927,-0.0018002411,0.00027851155,-0.029183494,0.004069899,0.009805905,5008,4962,0
97033092,97032911,4259850,4325386,-0.0038205248,-0.0005056137,-0.00060420716,0.02166013,0.017198961,-0.059307937,5016,4963,0
97533524,97533410,4259850,4325386,0.0008841986,0.0012046954,-0.00034625627,0.005480579,-0.026418645,-0.018655667,5008,4963,0
98034253,98034141,4259850,4325386,-0.0062487763,-0.00044006278,0.00074831466,0.00037148793,0.010005985,-0.058759455,5011,4963,0
98534973,98534858,4259850,4325386,0.00081099744,0.0038348725,-0.00028075193,0.0132518625,0.0014963824,-0.027071223,5009,5011,0
99035687,99035580,4259850,4325386,-0.009038554,-0.00055380235,0.00022306618,-0.014884642,0.0017382924,-0.011893771,5006,4964,0
99531426,99531296,4259850,4325386,-0.005878634,0.0014242027,-0.00041588736,-0.027840685,0.0010731759,0.0045152274,5002,4964,0
100032132,100032021,4259850,4325386,0.0031801937,-0.0016527786,0.0007209162,0.03492336,-0.010473054,-0.090258755,5009,5037,0
100532963,100532801,4259850,4325386,-0.0017301292,-0.0003435929,0.0013957974,-0.019021131,0.023622395,-0.056406435,5010,4978,0
101033750,101033470,4259850,4325386,0.0028047175,0.00032234707,-0.00034194373,-0.010523098,-0.02029958,-0.04304784,5011,5804,0
101534716,101534194,4259850,4325386,0.0011292514,-0.00064799574,0.0010026394,0.035562336,0.018698124,-0.044674296,5012,5018,0
102035051,102034912,4259850,4325386,0.0020688528,0.0019574284,0.0012556597,0.0054208436,-0.010310253,-0.043117896,5008,4963,0
102535750,102535635,4259850,4325386,0.0005977247,-0.00078130484,3.280648e-05,-4.9438986e-05,-0.000481842,-0.041038882,5007,4763,0
103031564,103031442,4259850,4325386,-0.0026100555,0.0019458005,0.0007957917,-0.015552564,0.006607352,-0.044049747,5014,4963,0
103532262,103532074,4259850,4325386,0.00085127115,0.0012269041,4.979383e-05,0.010014499,0.011590793,-0.05888227,4997,5742,0
104032911,104032797,4259850,4325386,0.0017718818,0.00033343784,0.0005533069,-0.0022485512,-0.011339967,-0.053776674,5007,5017,0
104533663,104533519,4259850,4325386,0.00063421205,0.0007630999,-0.0002992558,-0.011923452,0.00231478,-0.04716905,5007,4965,0
105034353,105034244,4259850,4325386,0.0022778537,-0.00024391864,0.00092221575,0.006106856,-0.014777853,-0.0659851,5009,5028,0
105535228,105535115,4259850,4325386,-0.00032004708,0.00012642764,-0.00044406098,-0.018314475,0.017054489,-0.027767865,5017,4966,0
106035904,106035692,4259850,4325386,0.006417189,0.00024654192,0.0001046253,0.030268842,-0.05556153,-0.095082924,5012,4998,0
106531667,106531405,4259850,4325386,-0.005077157,-0.00089667545,8.071076e-05,-0.021882374,-0.019494805,-0.038001977,5008,5952,0
107032235,107032125,4259850,4325386,-0.00087609474,0.0033228612,-0.0015493274,-0.0033382366,-0.01905057,-0.0146197695,5008,4963,0
107532969,107532847,4259850,4325386,-0.0014056049,0.0009816325,8.5785236e-05,0.011954805,0.016257802,-0.029965546,5007,4963,0
108033879,108033757,4259850,4325386,0.004096931,0.0021535752,0.00054961874,0.048056398,-0.046102185,-0.05966558,5016,4963,0
108534402,108534291,4259850,4325386,0.00089448394,0.00091329485,0.0039800215,-0.0064126104,-0.0025542036,-0.061446667,5005,5026,0
109035123,109035013,4259850,4325386,-0.002033936,3.8094568e-05,0.009200819,-0.0008531137,-0.015971757,-0.013299041,5004,4965,0
109530842,109530732,4259850,4325386,-0.007390175,0.00097493146,0.0052002408,0.0039226655,-0.017474005,-0.011288374,5002,4963,0
110031566,110031449,4259850,4325386,0.0048574167,0.01312384,-0.008135134,-0.040945265,-0.042366337,-0.027252095,4997,4961,0
110532540,110532423,4259850,4325386,0.0011569714,0.00014386025,-0.0008331949,-0.033295363,0.03125889,-0.033565853,5016,4963,0
111033073,111032893,4259850,4325386,-0.00082418334,0.00064183614,-0.00013499075,-0.021463757,0.020292303,-0.026707796,5005,3969,0
111533810,111533625,4259850,4325386,-6.5518e-05,4.333974e-05,1.0938437e-05,-0.028119542,0.020428648,-0.03243388,5015,4965,0
112034443,112034335,4259850,4325386,5.9392158e-05,-5.8133955e-05,-1.322369e-06,-0.027372818,0.021394895,-0.03346099,5006,4963,0
112535170,112535052,4259850,4325386,2.7468745e-05,4.704094e-06,-2.6746688e-05,-0.02694651,0.021585833,-0.032935686,4948,4960,0
113035935,113035777,4259850,4325386,-7.7783744e-07,-4.38758e-06,9.974159e-06,-0.027860235,0.021410776,-0.033845056,5007,4965,0
113531605,113531491,4259850,4325386,2.3090344e-05,1.5457329e-06,2.9748826e-05,-0.02710572,0.021470277,-0.03310088,5007,4964,0
