timestamp,speed_xy,speed_up,speed_down,want_takeoff
382531952,12.0,3.0,1.0,0
383549996,12.0,3.0,1.0,0
384533932,12.0,3.0,1.0,1
385532958,12.0,3.0,1.0,1
386531909,12.0,3.0,1.0,1
387530511,12.0,3.0,1.0,1
388534552,12.0,3.0,1.0,1
389533609,12.0,3.0,1.0,1
390532585,12.0,3.0,1.0,1
391531227,12.0,3.0,1.0,1
392530803,12.0,3.0,1.0,0
393534242,12.0,3.0,1.0,0
394533073,12.0,3.0,1.0,0
395535657,12.0,3.0,1.0,0
396534602,12.0,3.0,1.0,0
397553275,12.0,3.0,1.0,0
398529023,12.0,3.0,1.0,0
399532983,12.0,3.0,1.0,0
400531626,12.0,3.0,1.0,0
401535549,12.0,3.0,1.0,0
402534678,12.0,3.0,1.0,0
403533461,12.0,3.0,1.0,0
404532370,12.0,3.0,1.0,0
405531513,12.0,3.0,1.0,0
406535211,12.0,3.0,1.0,0
407534218,12.0,3.0,1.0,0
408533337,12.0,3.0,1.0,0
409532647,12.0,3.0,1.0,0
