timestamp,speed_xy,speed_up,speed_down,want_takeoff
788135394,12.0,3.0,1.0,0
788154836,12.0,3.0,1.0,0
789148926,12.0,3.0,1.0,1
790147808,12.0,3.0,1.0,1
791136493,12.0,3.0,1.0,1
792136108,12.0,3.0,1.0,0
793134467,12.0,3.0,1.0,1
794148262,12.0,3.0,1.0,0
795147363,12.0,3.0,1.0,0
796139593,12.0,3.0,1.0,0
797128571,12.0,3.0,1.0,0
798147420,12.0,3.0,1.0,1
799147876,12.0,3.0,1.0,0
800140435,12.0,3.0,1.0,0
801136279,5.0,3.0,1.0,1
802135333,5.0,3.0,1.0,1
803133749,5.0,3.0,1.0,1
804147515,5.0,3.0,1.0,1
805136675,5.0,3.0,1.0,0
806128980,5.0,3.0,1.0,0
807137942,5.0,3.0,1.0,0
808151705,5.0,3.0,1.0,0
809127613,5.0,3.0,1.0,0
810136139,5.0,3.0,1.0,0
811135000,5.0,3.0,1.0,0
812148887,5.0,3.0,1.0,0
813148333,5.0,3.0,1.0,0
814136752,5.0,3.0,1.0,0
815135691,5.0,3.0,1.0,0
816135179,5.0,3.0,1.0,0
817148473,5.0,3.0,1.0,0
818127610,5.0,3.0,1.0,0
819136256,5.0,3.0,1.0,0
