timestamp,speed_xy,speed_up,speed_down,want_takeoff
20353429,12.0,3.0,1.0,0
20373412,12.0,3.0,1.0,0
21352456,12.0,3.0,1.0,0
22351886,12.0,3.0,1.0,0
23350707,12.0,3.0,1.0,0
24349874,12.0,3.0,1.0,1
25348958,12.0,3.0,1.0,1
26353032,12.0,3.0,1.0,0
27351757,12.0,3.0,1.0,0
28350947,12.0,3.0,1.0,0
29349857,12.0,3.0,1.0,0
30348907,12.0,3.0,1.0,1
31353727,12.0,3.0,1.0,0
32352096,12.0,3.0,1.0,0
33351315,12.0,3.0,1.0,0
34350106,12.0,3.0,1.0,0
35352657,12.0,3.0,1.0,0
36356932,12.0,3.0,1.0,0
37352214,12.0,3.0,1.0,0
38351252,12.0,3.0,1.0,0
39350910,12.0,3.0,1.0,0
40349584,12.0,3.0,1.0,0
41353424,12.0,3.0,1.0,0
42352403,12.0,3.0,1.0,0
43351461,5.0,3.0,1.0,0
44350685,5.0,3.0,1.0,0
45349499,5.0,3.0,1.0,0
46348595,5.0,3.0,1.0,0
47352830,5.0,3.0,1.0,0
48351787,5.0,3.0,1.0,0
49351179,5.0,3.0,1.0,0
50354703,5.0,3.0,1.0,0
