timestamp,speed_xy,speed_up,speed_down,want_takeoff
172424904,12.0,3.0,1.0,0
172444738,12.0,3.0,1.0,0
173433882,12.0,3.0,1.0,0
174432476,12.0,3.0,1.0,0
175426550,12.0,3.0,1.0,0
176425444,12.0,3.0,1.0,1
177433914,12.0,3.0,1.0,1
178432848,12.0,3.0,1.0,0
179432158,12.0,3.0,1.0,0
180425363,12.0,3.0,1.0,0
181434541,12.0,3.0,1.0,0
182433305,12.0,3.0,1.0,0
183427147,12.0,3.0,1.0,0
184425700,12.0,3.0,1.0,0
185425230,12.0,3.0,1.0,0
186433618,12.0,3.0,1.0,0
187432452,12.0,3.0,1.0,0
188425987,12.0,3.0,1.0,0
189424788,12.0,3.0,1.0,0
190433973,12.0,3.0,1.0,0
191427460,12.0,3.0,1.0,0
192426247,12.0,3.0,1.0,0
193425081,12.0,3.0,1.0,0
194433930,12.0,3.0,1.0,0
195436321,12.0,3.0,1.0,0
196435272,12.0,3.0,1.0,0
197428773,12.0,3.0,1.0,0
198424409,12.0,3.0,1.0,0
199433044,12.0,3.0,1.0,0
200432514,12.0,3.0,1.0,0
201425878,12.0,3.0,1.0,0
202424426,12.0,3.0,1.0,0
203433488,5.0,3.0,1.0,1
204427711,5.0,3.0,1.0,1
205425963,5.0,3.0,1.0,1
206425275,5.0,3.0,1.0,1
207433603,5.0,3.0,1.0,0
208432606,5.0,3.0,1.0,0
209429903,5.0,3.0,1.0,0
210425053,5.0,3.0,1.0,0
211433868,5.0,3.0,1.0,0
212432854,5.0,3.0,1.0,0
213426487,5.0,3.0,1.0,0
214425496,5.0,3.0,1.0,0
215434092,5.0,3.0,1.0,0
216428367,5.0,3.0,1.0,0
217426713,5.0,3.0,1.0,0
218425506,5.0,3.0,1.0,0
219424936,5.0,3.0,1.0,0
220433120,5.0,3.0,1.0,0
221427122,5.0,3.0,1.0,0
