timestamp,speed_xy,speed_up,speed_down,want_takeoff
1233708670,12.0,3.0,1.0,0
1234725594,12.0,3.0,1.0,0
1235704613,12.0,3.0,1.0,0
1236713308,12.0,3.0,1.0,0
1237712312,12.0,3.0,1.0,0
1238711632,12.0,3.0,1.0,0
1239705108,12.0,3.0,1.0,0
1240713687,12.0,3.0,1.0,0
1241712523,12.0,3.0,1.0,0
1242706434,12.0,3.0,1.0,1
1243705464,12.0,3.0,1.0,1
1244704709,12.0,3.0,1.0,1
1245712946,12.0,3.0,1.0,1
1246712422,12.0,3.0,1.0,1
1247705694,12.0,3.0,1.0,1
1248724475,12.0,3.0,1.0,0
1249713295,12.0,3.0,1.0,0
1250710884,12.0,3.0,1.0,0
1251706257,12.0,3.0,1.0,0
1252704904,12.0,3.0,1.0,0
1253717227,12.0,3.0,1.0,0
1254706069,12.0,3.0,1.0,1
1255706433,12.0,3.0,1.0,0
1256705922,12.0,3.0,1.0,0
1257727804,12.0,3.0,1.0,0
1258706506,12.0,3.0,1.0,0
1259710547,12.0,3.0,1.0,0
1260709192,12.0,3.0,1.0,0
1261728057,12.0,3.0,1.0,0
1262706868,12.0,3.0,1.0,0
1263715646,12.0,3.0,1.0,0
1264711248,12.0,3.0,1.0,0
1265724979,12.0,3.0,1.0,0
1266713607,12.0,3.0,1.0,0
1267712705,12.0,3.0,1.0,0
1268711570,12.0,3.0,1.0,0
1269705506,12.0,3.0,1.0,0
1270713953,12.0,3.0,1.0,0
1271713074,12.0,3.0,1.0,0
1272706909,12.0,3.0,1.0,0
1273705520,12.0,3.0,1.0,0
1274704340,12.0,3.0,1.0,0
1275713272,12.0,3.0,1.0,0
1276711987,12.0,3.0,1.0,0
1277706484,12.0,3.0,1.0,0
1278704702,12.0,3.0,1.0,0
1279713465,12.0,3.0,1.0,0
1280712964,12.0,3.0,1.0,0
1281711458,12.0,3.0,1.0,0
1282725299,12.0,3.0,1.0,0
1283724498,12.0,3.0,1.0,0
1284726079,12.0,3.0,1.0,0
1285707101,12.0,3.0,1.0,0
1286729036,12.0,3.0,1.0,0
1287707832,12.0,3.0,1.0,0
1288706451,12.0,3.0,1.0,0
1289716794,12.0,3.0,1.0,0
1290725641,12.0,3.0,1.0,0
1291704783,12.0,3.0,1.0,1
1292708459,12.0,3.0,1.0,1
1293707476,12.0,3.0,1.0,1
1294705989,12.0,3.0,1.0,1
1295705097,12.0,3.0,1.0,0
1296708691,12.0,3.0,1.0,0
1297707571,12.0,3.0,1.0,0
1298707205,12.0,3.0,1.0,0
1299705424,12.0,3.0,1.0,0
1300714240,12.0,3.0,1.0,0
1301712927,12.0,3.0,1.0,0
1302706696,12.0,3.0,1.0,0
1303705540,5.0,3.0,1.0,0
1304724566,5.0,3.0,1.0,0
1305708345,5.0,3.0,1.0,0
1306707256,5.0,3.0,1.0,0
1307705873,5.0,3.0,1.0,0
1308704728,5.0,3.0,1.0,0
1309713758,5.0,3.0,1.0,0
1310712320,5.0,3.0,1.0,0
1311706127,5.0,3.0,1.0,0
1312705278,5.0,3.0,1.0,0
1313713894,5.0,3.0,1.0,0
