timestamp,speed_xy,speed_up,speed_down,want_takeoff
652869772,12.0,3.0,1.0,0
653553828,12.0,3.0,1.0,0
654552705,12.0,3.0,1.0,1
655551804,12.0,3.0,1.0,1
656550673,12.0,3.0,1.0,1
657549813,12.0,3.0,1.0,1
658548786,12.0,3.0,1.0,0
659552455,12.0,3.0,1.0,0
660551364,12.0,3.0,1.0,0
661550307,12.0,3.0,1.0,0
662552975,12.0,3.0,1.0,0
663553935,12.0,3.0,1.0,0
664555821,12.0,3.0,1.0,0
665554707,12.0,3.0,1.0,0
666558648,12.0,3.0,1.0,0
667547401,12.0,3.0,1.0,0
668553051,12.0,3.0,1.0,0
669551702,12.0,3.0,1.0,0
670554231,12.0,3.0,1.0,1
671549674,12.0,3.0,1.0,0
672553485,12.0,3.0,1.0,0
673552407,12.0,3.0,1.0,0
674551233,12.0,3.0,1.0,0
675550439,12.0,3.0,1.0,0
676554164,12.0,3.0,1.0,0
677552981,12.0,3.0,1.0,0
678551828,12.0,3.0,1.0,0
679550766,12.0,3.0,1.0,0
680549827,12.0,3.0,1.0,0
681548482,12.0,3.0,1.0,0
682552395,12.0,3.0,1.0,0
