timestamp,speed_xy,speed_up,speed_down,want_takeoff
1508012925,12.0,3.0,1.0,0
1508032695,12.0,3.0,1.0,0
1509006856,12.0,3.0,1.0,0
1510005551,12.0,3.0,1.0,0
1511004270,12.0,3.0,1.0,0
1512013132,12.0,3.0,1.0,0
1513012655,12.0,3.0,1.0,0
1514011227,12.0,3.0,1.0,1
1515004736,12.0,3.0,1.0,1
1516014244,12.0,3.0,1.0,1
1517007558,12.0,3.0,1.0,1
1518006566,12.0,3.0,1.0,1
1519005596,12.0,3.0,1.0,1
1520014369,12.0,3.0,1.0,1
1521013135,12.0,3.0,1.0,1
1522011809,12.0,3.0,1.0,1
1523005665,12.0,3.0,1.0,1
1524004544,12.0,3.0,1.0,1
1525013386,12.0,3.0,1.0,1
1526012271,12.0,3.0,1.0,1
1527006133,12.0,3.0,1.0,1
1528005287,12.0,3.0,1.0,1
1529007488,12.0,3.0,1.0,1
1530006200,12.0,3.0,1.0,1
1531011655,12.0,3.0,1.0,1
1532009139,12.0,3.0,1.0,1
1533004345,12.0,3.0,1.0,0
1534013442,12.0,3.0,1.0,0
1535007899,12.0,3.0,1.0,0
1536005967,12.0,3.0,1.0,0
1537004784,12.0,3.0,1.0,0
1538013646,12.0,3.0,1.0,0
1539007853,12.0,3.0,1.0,0
1540006393,12.0,3.0,1.0,0
1541005236,12.0,3.0,1.0,0
1542007892,12.0,3.0,1.0,0
1543013040,12.0,3.0,1.0,0
1544007184,12.0,3.0,1.0,0
1545005732,12.0,3.0,1.0,0
1546004589,12.0,3.0,1.0,0
1547013413,12.0,3.0,1.0,0
1548007514,12.0,3.0,1.0,0
1549006141,12.0,3.0,1.0,0
1550005050,12.0,3.0,1.0,0
1551013885,12.0,3.0,1.0,0
1552012726,12.0,3.0,1.0,0
1553011710,12.0,3.0,1.0,0
1554005741,12.0,3.0,1.0,0
1555004552,12.0,3.0,1.0,0
1556013231,12.0,3.0,1.0,0
1557007388,12.0,3.0,1.0,0
1558006184,12.0,3.0,1.0,0
1559004768,12.0,3.0,1.0,0
1560013951,12.0,3.0,1.0,0
1561011188,12.0,3.0,1.0,0
1562006435,12.0,3.0,1.0,1
1563005510,12.0,3.0,1.0,1
1564004356,12.0,3.0,1.0,1
1565012960,12.0,3.0,1.0,0
1566011837,12.0,3.0,1.0,0
1567005672,12.0,3.0,1.0,0
1568005201,12.0,3.0,1.0,0
1569013451,12.0,3.0,1.0,0
1570012246,12.0,3.0,1.0,0
1571006117,12.0,3.0,1.0,0
1572004973,12.0,3.0,1.0,0
1573013809,12.0,3.0,1.0,0
1574012685,12.0,3.0,1.0,0
1575011825,12.0,3.0,1.0,0
1576006017,12.0,3.0,1.0,0
1577004270,12.0,3.0,1.0,0
1578013106,12.0,3.0,1.0,0
1579012184,12.0,3.0,1.0,0
1580009509,12.0,3.0,1.0,0
1581004896,12.0,3.0,1.0,0
1582007134,12.0,3.0,1.0,0
1583015837,12.0,3.0,1.0,0
1584009999,12.0,3.0,1.0,0
1585008889,12.0,3.0,1.0,0
1586017399,12.0,3.0,1.0,0
1587016173,12.0,3.0,1.0,0
1588006585,12.0,3.0,1.0,0
1589005625,12.0,3.0,1.0,0
1590014272,12.0,3.0,1.0,0
1591013070,12.0,3.0,1.0,0
1592012139,12.0,3.0,1.0,0
1593005747,12.0,3.0,1.0,0
1594004611,12.0,3.0,1.0,0
1595013421,12.0,3.0,1.0,1
1596012308,12.0,3.0,1.0,1
1597011313,12.0,3.0,1.0,1
1598005556,12.0,3.0,1.0,1
1599014046,12.0,3.0,1.0,1
1600012761,12.0,3.0,1.0,1
1601006832,12.0,3.0,1.0,1
1602005437,12.0,3.0,1.0,1
1603014386,12.0,3.0,1.0,1
1604012940,12.0,3.0,1.0,1
1605012438,12.0,3.0,1.0,1
1606006229,5.0,3.0,1.0,1
1607005065,5.0,3.0,1.0,1
1608013635,5.0,3.0,1.0,1
1609007361,5.0,3.0,1.0,1
1610006310,5.0,3.0,1.0,1
1611008627,5.0,3.0,1.0,1
1612013762,5.0,3.0,1.0,1
