timestamp,speed_xy,speed_up,speed_down,want_takeoff
1613006088,5.0,3.0,1.0,1
1614006580,5.0,3.0,1.0,1
1615009042,5.0,3.0,1.0,1
1616014101,5.0,3.0,1.0,1
1617006391,5.0,3.0,1.0,1
1618011974,5.0,3.0,1.0,1
1619009209,5.0,3.0,1.0,1
1620004446,5.0,3.0,1.0,1
1621006851,12.0,3.0,1.0,0
1622011958,12.0,3.0,1.0,1
1623011053,12.0,3.0,1.0,1
1624005330,12.0,3.0,1.0,1
1625013413,12.0,3.0,1.0,0
1626012385,12.0,3.0,1.0,0
1627006085,12.0,3.0,1.0,0
1628005554,12.0,3.0,1.0,0
1629013700,12.0,3.0,1.0,0
1630012529,12.0,3.0,1.0,0
1631006683,12.0,3.0,1.0,0
1632005154,12.0,3.0,1.0,0
1633014003,12.0,3.0,1.0,0
1634016468,12.0,3.0,1.0,0
1635006665,12.0,3.0,1.0,0
1636009150,12.0,3.0,1.0,0
1637004267,12.0,3.0,1.0,0
1638007620,12.0,3.0,1.0,0
1639005463,12.0,3.0,1.0,0
1640005984,12.0,3.0,1.0,0
1641004554,12.0,3.0,1.0,0
1642017058,12.0,3.0,1.0,0
1643011055,12.0,3.0,1.0,0
1644006273,12.0,3.0,1.0,0
1645008478,12.0,3.0,1.0,0
1646017157,12.0,3.0,1.0,0
1647012667,12.0,3.0,1.0,0
1648006383,5.0,3.0,1.0,1
1649005226,5.0,3.0,1.0,1
1650014245,5.0,3.0,1.0,1
1651012852,5.0,3.0,1.0,1
1652010495,5.0,3.0,1.0,0
1653005481,5.0,3.0,1.0,0
1654008031,5.0,3.0,1.0,0
1655016959,5.0,3.0,1.0,0
1656012478,5.0,3.0,1.0,0
1657005782,5.0,3.0,1.0,0
1658004675,5.0,3.0,1.0,0
1659013358,5.0,3.0,1.0,0
1660012384,5.0,3.0,1.0,0
1661006034,5.0,3.0,1.0,0
1662004833,5.0,3.0,1.0,0
1663013813,5.0,3.0,1.0,0
1664007487,5.0,3.0,1.0,0
1665006885,5.0,3.0,1.0,0
