timestamp,speed_xy,speed_up,speed_down,want_takeoff
670986827,12.0,3.0,1.0,0
671007014,12.0,3.0,1.0,0
671986061,12.0,3.0,1.0,0
672984612,12.0,3.0,1.0,0
673993807,12.0,3.0,1.0,0
674992760,12.0,3.0,1.0,0
675991471,12.0,3.0,1.0,1
676985425,12.0,3.0,1.0,1
677984699,12.0,3.0,1.0,1
678993509,12.0,3.0,1.0,0
679992412,12.0,3.0,1.0,1
680986096,12.0,3.0,1.0,0
681985022,12.0,3.0,1.0,0
682994176,12.0,3.0,1.0,0
683992886,12.0,3.0,1.0,0
684992456,12.0,3.0,1.0,0
685990831,5.0,3.0,1.0,1
686988164,12.0,3.0,1.0,0
687993573,12.0,3.0,1.0,1
688987498,12.0,3.0,1.0,0
689986416,12.0,3.0,1.0,0
690985673,12.0,3.0,1.0,0
691984279,12.0,3.0,1.0,0
692993173,12.0,3.0,1.0,0
693992746,12.0,3.0,1.0,0
694986307,12.0,3.0,1.0,0
695985231,5.0,3.0,1.0,1
696993982,5.0,3.0,1.0,1
697987925,5.0,3.0,1.0,1
698986788,5.0,3.0,1.0,0
699985761,5.0,3.0,1.0,1
700984894,5.0,3.0,1.0,1
701987139,5.0,3.0,1.0,0
702987426,5.0,3.0,1.0,0
703986391,5.0,3.0,1.0,0
704985137,12.0,3.0,1.0,0
705997514,12.0,3.0,1.0,0
706986467,12.0,3.0,1.0,0
707995585,12.0,3.0,1.0,0
708985885,12.0,3.0,1.0,0
709984929,12.0,3.0,1.0,0
710993800,12.0,3.0,1.0,0
711993214,12.0,3.0,1.0,0
712986301,12.0,3.0,1.0,0
713985945,12.0,3.0,1.0,0
714994371,12.0,3.0,1.0,0
715993018,12.0,3.0,1.0,0
716992236,12.0,3.0,1.0,0
717989224,12.0,3.0,1.0,0
718984672,12.0,3.0,1.0,0
719993805,12.0,3.0,1.0,0
720992816,12.0,3.0,1.0,0
721986723,12.0,3.0,1.0,0
722985199,12.0,3.0,1.0,0
723994105,12.0,3.0,1.0,0
