timestamp,speed_xy,speed_up,speed_down,want_takeoff
717673475,12.0,3.0,1.0,0
717694997,12.0,3.0,1.0,0
718672239,12.0,3.0,1.0,0
719671137,12.0,3.0,1.0,0
720670024,12.0,3.0,1.0,0
721669535,12.0,3.0,1.0,0
722672768,12.0,3.0,1.0,1
723671897,12.0,3.0,1.0,1
724670498,12.0,3.0,1.0,1
725669356,12.0,3.0,1.0,1
726673297,12.0,3.0,1.0,1
727672119,12.0,3.0,1.0,0
728671246,12.0,3.0,1.0,0
729670466,12.0,3.0,1.0,0
730673751,12.0,3.0,1.0,0
731672585,12.0,3.0,1.0,0
732671498,12.0,3.0,1.0,0
733670338,12.0,3.0,1.0,0
734669814,12.0,3.0,1.0,0
735673075,12.0,3.0,1.0,0
736672549,12.0,3.0,1.0,0
737670991,12.0,3.0,1.0,0
738669729,5.0,3.0,1.0,0
739673610,5.0,3.0,1.0,0
740672416,5.0,3.0,1.0,0
741676358,5.0,3.0,1.0,0
742675160,5.0,3.0,1.0,0
743674194,5.0,3.0,1.0,0
744673081,5.0,3.0,1.0,0
745671865,5.0,3.0,1.0,0
746671221,5.0,3.0,1.0,0
