timestamp,speed_xy,speed_up,speed_down,want_takeoff
167350662,12.0,3.0,1.0,0
167370363,12.0,3.0,1.0,0
168354693,12.0,3.0,1.0,0
169353755,12.0,3.0,1.0,0
170352463,12.0,3.0,1.0,0
171351798,12.0,3.0,1.0,0
172350779,12.0,3.0,1.0,1
173350227,12.0,3.0,1.0,1
174348621,12.0,3.0,1.0,1
175352663,12.0,3.0,1.0,1
176351678,12.0,3.0,1.0,0
177351001,12.0,3.0,1.0,0
178354824,12.0,3.0,1.0,0
179354101,12.0,3.0,1.0,0
180352831,12.0,3.0,1.0,0
181351939,12.0,3.0,1.0,0
182350907,12.0,3.0,1.0,0
183349857,12.0,3.0,1.0,0
184354507,12.0,3.0,1.0,0
185352838,12.0,3.0,1.0,0
186352492,12.0,3.0,1.0,0
187350818,12.0,3.0,1.0,0
188350129,12.0,3.0,1.0,0
189354019,12.0,3.0,1.0,0
190353113,12.0,3.0,1.0,0
191351998,12.0,3.0,1.0,0
192351103,12.0,3.0,1.0,0
193349718,12.0,3.0,1.0,0
194348893,12.0,3.0,1.0,0
195352978,12.0,3.0,1.0,0
196351915,12.0,3.0,1.0,0
197350614,12.0,3.0,1.0,0
198349866,12.0,3.0,1.0,0
199348794,12.0,3.0,1.0,0
200352833,12.0,3.0,1.0,0
201351514,12.0,3.0,1.0,0
202335524,12.0,3.0,1.0,0
203355055,12.0,3.0,1.0,0
204354050,12.0,3.0,1.0,0
205352678,12.0,3.0,1.0,0
206351367,12.0,3.0,1.0,0
207350577,12.0,3.0,1.0,0
208334434,12.0,3.0,1.0,0
209353311,12.0,3.0,1.0,0
210352448,12.0,3.0,1.0,0
211351473,12.0,3.0,1.0,0
212350164,12.0,3.0,1.0,0
213354753,12.0,3.0,1.0,0
214353188,12.0,3.0,1.0,0
215352725,12.0,3.0,1.0,0
216351290,12.0,3.0,1.0,0
217350243,12.0,3.0,1.0,0
218348935,12.0,3.0,1.0,0
219352889,12.0,3.0,1.0,0
220351893,12.0,3.0,1.0,0
221350795,12.0,3.0,1.0,0
222350333,12.0,3.0,1.0,0
223348849,12.0,3.0,1.0,1
224352647,12.0,3.0,1.0,0
225351582,12.0,3.0,1.0,0
226350814,12.0,3.0,1.0,0
227353013,12.0,3.0,1.0,0
228357184,12.0,3.0,1.0,0
229352388,12.0,3.0,1.0,0
230354950,12.0,3.0,1.0,0
231350475,12.0,3.0,1.0,0
232334436,12.0,3.0,1.0,0
233353188,12.0,3.0,1.0,0
234352099,12.0,3.0,1.0,0
235351030,12.0,3.0,1.0,0
236350156,12.0,3.0,1.0,0
237354177,12.0,3.0,1.0,0
238353152,12.0,3.0,1.0,0
239351740,12.0,3.0,1.0,0
240350700,12.0,3.0,1.0,0
241354707,12.0,3.0,1.0,0
242353579,12.0,3.0,1.0,0
243352463,12.0,3.0,1.0,0
244352045,12.0,3.0,1.0,0
245350341,12.0,3.0,1.0,0
246329253,12.0,3.0,1.0,0
247353357,12.0,3.0,1.0,0
247493309,12.0,3.0,1.0,0
