timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
588311450,nan,nan,nan,-2.58946,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
649553792,nan,nan,nan,-2.5149975,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
649562873,nan,nan,nan,-2.5146623,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
649653182,nan,nan,nan,-2.5153377,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
649752782,nan,nan,nan,-2.5161817,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
649852856,nan,nan,nan,-2.5182197,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
649952849,nan,nan,nan,-2.5184813,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
650052461,nan,nan,nan,-2.5184708,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
650152639,nan,nan,nan,-2.5187857,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
650252286,nan,nan,nan,-2.518903,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
650352463,nan,nan,nan,-2.5186687,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
650452147,nan,nan,nan,-2.5189986,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
650552164,nan,nan,nan,-2.5190945,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
650651892,nan,nan,nan,-2.5190985,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
650751702,nan,nan,nan,-2.5191526,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
650851887,nan,nan,nan,-2.5193603,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
650951499,nan,nan,nan,-2.5192,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
651051412,nan,nan,nan,-2.5190895,0.0,-0.019033931,0.013169647,2.3976512,0.25017098,-0.14491628,10.054601,0.0,0.0,0.0,2.5498932e-05,-1.4770741e-05,-0.0009995658
651151275,nan,nan,nan,-2.5190895,0.0,-0.0028416635,0.0019661575,2.2161508,0.15111493,-0.12446517,9.59781,0.0,0.0,0.0,9.795968e-05,-8.0684076e-05,-0.0063563227
651251441,nan,nan,nan,-2.5196583,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
651351145,nan,nan,nan,-2.5197396,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
651451037,nan,nan,nan,-2.5197086,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
651551192,nan,nan,nan,-2.519697,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
651650802,nan,nan,nan,-2.519637,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
651750986,nan,nan,nan,-2.5197225,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
651850872,nan,nan,nan,-2.5196824,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
651950706,nan,nan,nan,-2.5197437,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
652050662,nan,nan,nan,-2.5197725,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
652150300,nan,nan,nan,-2.5200725,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
