timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
208620834,4259850,4325386,0,0,0,0,0,0.002150187,3.976384e-05,5.18309e-10,1006,1000
208720917,4259850,4325386,0,0,0,0,0,0.0020249493,4.022978e-05,5.4305216e-10,1006,1000
209622205,4259850,4325386,0,0,0,0,0,0.0011556649,4.2027572e-05,5.67228e-10,1006,1000
210628357,4259850,4325386,0,0,0,0,0,0.0010825116,4.525487e-05,6.4460304e-10,1006,1000
211534522,4259850,4325386,0,0,0,0,0,0.0011889294,4.079026e-05,5.3861415e-10,1006,1000
212545822,4259850,4325386,0,0,0,0,0,0.00093162607,4.256843e-05,5.7798494e-10,1006,1000
213552108,4259850,4325386,0,0,0,0,0,0.0019733915,4.283558e-05,5.7205857e-10,1006,1000
214553529,4259850,4325386,0,0,0,0,0,0.0010752797,4.0135383e-05,5.113609e-10,1006,1000
215559688,4259850,4325386,0,0,0,0,0,0.0009942505,4.763881e-05,6.290994e-10,1006,1000
216565980,4259850,4325386,0,0,0,0,0,0.00095145404,4.4367123e-05,6.129176e-10,1006,1000
217572376,4259850,4325386,0,0,0,0,0,0.0017549738,4.4156972e-05,6.604685e-10,1006,1000
218583559,4259850,4325386,0,0,0,0,0,0.0019333207,4.1144616e-05,5.621348e-10,1006,1000
219585088,4259850,4325386,0,0,0,0,0,0.0013053359,4.4703615e-05,6.4417854e-10,1006,1000
