timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
1686531726,4259850,4325386,0,0,0,0,0,0.0012183121,4.3523836e-05,6.0966276e-10,1006,999
1686632767,4259850,4325386,0,0,0,0,0,0.0014449187,4.267154e-05,6.093278e-10,1006,999
1687543295,4259850,4325386,0,0,0,0,0,0.002169657,4.1921732e-05,5.6077104e-10,1006,999
1688544849,4259850,4325386,0,0,0,0,0,0.0014392263,4.2180072e-05,6.1772276e-10,1006,999
1689546520,4259850,4325386,0,0,0,0,0,0.0014129295,4.305558e-05,6.097564e-10,1006,999
1690452838,4259850,4325386,0,0,0,0,0,0.0013404089,4.271356e-05,6.250234e-10,1006,999
1691459567,4259850,4325386,0,0,0,0,0,0.0029154136,5.3016578e-05,1.1869223e-09,1006,999
1692470922,4259850,4325386,0,0,0,0,0,0.017983159,0.0005789178,9.121226e-08,1006,999
1693477529,4259850,4325386,0,0,0,0,0,0.024373217,0.00085785624,1.5565006e-07,1006,999
1694484121,4259850,4325386,0,0,0,0,0,0.027914928,0.00092642964,1.8782129e-07,1006,999
1695485705,4259850,4325386,0,0,0,0,0,0.03824124,0.0011273844,3.3226996e-07,1006,999
1696497222,4259850,4325386,0,0,0,0,0,0.06454379,0.0020001458,1.4923565e-06,1006,999
1697503732,4259850,4325386,0,0,0,0,0,0.08763471,0.0041430676,5.3613876e-06,1006,999
1698510287,4259850,4325386,0,0,0,0,0,0.111397766,0.0070010303,1.2102946e-05,1006,999
1699516857,4259850,4325386,0,0,0,0,0,0.13568088,0.0077267983,1.2293854e-05,1006,999
1700523437,4259850,4325386,0,0,0,0,0,0.12869675,0.008777992,1.2641166e-05,1006,999
1701525310,4259850,4325386,0,0,0,0,0,0.115789466,0.008696318,1.1853597e-05,1006,999
1702531617,4259850,4325386,0,0,0,0,0,0.113885134,0.008165034,9.77034e-06,1006,999
1703538070,4259850,4325386,0,0,0,0,0,0.11799762,0.007855311,7.736345e-06,1006,999
1704544683,4259850,4325386,0,0,0,0,0,0.119644895,0.007901429,7.1470563e-06,1006,999
1705451117,4259850,4325386,0,0,0,0,0,0.10862631,0.0075257733,6.3252874e-06,1006,999
1706462582,4259850,4325386,0,0,0,0,0,0.09705128,0.0065981178,8.542354e-06,1006,999
1707464146,4259850,4325386,0,0,0,0,0,0.10660616,0.0065033957,7.708675e-06,1006,999
1708465765,4259850,4325386,0,0,0,0,0,0.09135278,0.005598886,4.9240816e-06,1006,999
1709472290,4259850,4325386,0,0,0,0,0,0.09411973,0.0050016465,3.6300548e-06,1006,999
1710479144,4259850,4325386,0,0,0,0,0,0.090540975,0.004486734,5.253088e-06,1006,999
1711490347,4259850,4325386,0,0,0,0,0,0.08708082,0.005369446,5.8850455e-06,1006,999
1712496905,4259850,4325386,0,0,0,0,0,0.08980695,0.0053075296,3.9285724e-06,1006,999
1713503447,4259850,4325386,0,0,0,0,0,0.088587284,0.004772123,3.2701241e-06,1006,999
1714505250,4259850,4325386,0,0,0,0,0,0.09917994,0.0054936614,3.3044535e-06,1006,999
1715516647,4259850,4325386,0,0,0,0,0,0.09079344,0.0048363023,3.2237374e-06,1006,999
1716523212,4259850,4325386,0,0,0,0,0,0.08188288,0.004920891,3.2579653e-06,1006,999
1717529643,4259850,4325386,0,0,0,0,0,0.08126314,0.0043754904,1.0529366e-05,1006,999
1718536214,4259850,4325386,0,0,0,0,0,0.0800137,0.0044555916,9.856506e-06,1006,999
1719542787,4259850,4325386,0,0,0,0,0,0.07841222,0.004254673,8.608742e-06,1006,999
1720449549,4259850,4325386,0,0,0,0,0,0.075827025,0.0042382567,1.01107935e-05,1006,999
1721455765,4259850,4325386,0,0,0,0,0,0.085010186,0.0045637065,4.7340736e-06,1006,999
1722457237,4259850,4325386,0,0,0,0,0,0.08535245,0.004523254,3.0811557e-06,1006,999
1723463835,4259850,4325386,0,0,0,0,0,0.08247184,0.0045490167,3.636962e-06,1006,999
1724470536,4259850,4325386,0,0,0,0,0,0.08955535,0.0050246604,8.403872e-06,1006,999
1725501907,4259850,4325386,0,0,0,1,0,0.020020446,0.0009487912,1.5719278e-06,1006,999
1726503458,4259850,4325386,0,0,0,1,0,0.004109995,0.0001779934,2.206693e-07,1006,999
1727505184,4259850,4325386,0,0,0,1,0,0.0017627005,6.246592e-05,3.1254622e-08,1006,999
1728511549,4259850,4325386,0,0,0,1,0,0.0015947472,4.7770256e-05,5.0042117e-09,1006,999
1729518147,4259850,4325386,0,0,0,1,0,0.0033802683,4.4786535e-05,1.2788722e-09,1006,999
