timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
30633860,4259850,4325386,0,0,0,0,0,0.0013304447,4.425242e-05,5.9884864e-10,1006,1000
30733919,4259850,4325386,0,0,0,0,0,0.001991493,4.332174e-05,5.708496e-10,1006,1000
31544871,4259850,4325386,0,0,0,0,0,0.0020406637,4.2090316e-05,6.465798e-10,1006,1000
32546179,4259850,4325386,0,0,0,0,0,0.0011681796,4.4312215e-05,6.825729e-10,1006,1000
33552471,4259850,4325386,0,0,0,0,0,0.0011041089,4.3493877e-05,5.6256216e-10,1006,1000
34558844,4259850,4325386,0,0,0,0,0,0.0009934704,4.538776e-05,6.107628e-10,1006,1000
35565142,4259850,4325386,0,0,0,0,0,0.0013133654,4.5862747e-05,6.413987e-10,1006,1000
36571536,4259850,4325386,0,0,0,0,0,0.002605172,4.457219e-05,6.4582156e-10,1006,1000
37577719,4259850,4325386,0,0,0,0,0,0.0012525674,4.2710242e-05,5.5736016e-10,1006,1000
38584087,4259850,4325386,0,0,0,0,0,0.0010643819,4.3492e-05,5.5299615e-10,1006,1000
39590347,4259850,4325386,0,0,0,0,0,0.0013357467,4.5530658e-05,6.0747435e-10,1006,1000
40591836,4259850,4325386,0,0,0,0,0,0.0012109854,4.381297e-05,6.451512e-10,1006,1000
41598587,4259850,4325386,0,0,0,0,0,0.0027815916,4.7297686e-05,6.930621e-10,1006,1000
