timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
23734512,4259850,4325386,0,0,0,0,0,0.0019514427,4.1335243e-05,5.541402e-10,1006,999
23834748,4259850,4325386,0,0,0,0,0,0.0031118346,4.372277e-05,5.969077e-10,1006,999
24740788,4259850,4325386,0,0,0,0,0,0.0014219735,4.6206595e-05,6.249115e-10,1006,999
25747057,4259850,4325386,0,0,0,0,0,0.0014120898,4.2330914e-05,5.8436744e-10,1006,999
26753396,4259850,4325386,0,0,0,0,0,0.0013902923,4.4263026e-05,6.412626e-10,1006,999
27754673,4259850,4325386,0,0,0,0,0,0.0013751702,4.6355777e-05,6.9779604e-10,1006,999
28765986,4259850,4325386,0,0,0,0,0,0.0040020808,4.48454e-05,6.674487e-10,1006,999
29772161,4259850,4325386,0,0,0,0,0,0.0015363491,4.7495527e-05,6.691879e-10,1006,999
30778436,4259850,4325386,0,0,0,0,0,0.001016404,4.5954486e-05,6.349055e-10,1006,999
31784723,4259850,4325386,0,0,0,0,0,0.0014184936,4.4373173e-05,6.1135264e-10,1006,999
32746172,4259850,4325386,0,0,0,1,0,0.001200779,4.483349e-05,6.44995e-10,1006,999
33757268,4259850,4325386,0,0,0,1,0,0.0027934785,4.519909e-05,6.106585e-10,1006,999
34763496,4259850,4325386,0,0,0,1,0,0.0012685384,4.565075e-05,6.32352e-10,1006,999
