timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
467109665,4259850,4325386,0,0,0,1,0,0.0011621863,4.481738e-05,6.1697214e-10,1006,1000
467114668,4259850,4325386,0,0,0,0,0,0.001152422,4.468431e-05,6.1492983e-10,1006,1000
468116193,4259850,4325386,0,0,0,0,0,0.0012644115,4.60251e-05,6.4802264e-10,1006,1000
469022354,4259850,4325386,0,0,0,0,0,0.0031615733,4.528909e-05,5.8514865e-10,1006,1000
470033693,4259850,4325386,0,0,0,0,0,0.0013941845,4.1919047e-05,5.3495497e-10,1006,1000
471040093,4259850,4325386,0,0,0,0,0,0.0010952716,4.2084248e-05,5.912407e-10,1006,1000
472041659,4259850,4325386,0,0,0,0,0,0.001179182,4.4159995e-05,5.658129e-10,1006,1000
473047884,4259850,4325386,0,0,0,0,0,0.0011820443,4.3024582e-05,5.924464e-10,1006,1000
474054529,4259850,4325386,0,0,0,0,0,0.002133174,4.6012156e-05,6.328367e-10,1006,1000
475065692,4259850,4325386,0,0,0,0,0,0.0016740868,4.4244392e-05,5.993941e-10,1006,1000
476067115,4259850,4325386,0,0,0,0,0,0.0013562258,4.219824e-05,6.027356e-10,1006,1000
477068570,4259850,4325386,0,0,0,0,0,0.0010961599,4.614648e-05,6.924454e-10,1006,1000
478074878,4259850,4325386,0,0,0,0,0,0.0011227108,4.621164e-05,6.610123e-10,1006,1000
